,stw,sto,sth
0,495.1001773049645,0.0,0.0
1,441.9113475177305,8.831710542132468,5.073956877096144
2,503.78145695364236,7.285790275393505,7.03731480623509
3,470.41008771929825,6.1608298133989186,5.719922572003923
4,531.8714285714286,6.819144437788505,7.462296440814789
5,499.9438202247191,6.955700094402536,6.12098171091213
6,469.7761194029851,7.417030753276781,6.1042910782983455
7,512.811475409836,8.122351439163921,6.497794833170974
8,512.625,7.7158448319164625,7.045236240776397
9,510.5594855305466,8.200308166409863,4.112408569676464
10,588.1357142857142,8.489571940649519,6.7070003351143095
11,583.2588235294118,8.65374707503871,6.772697242470656
12,584.0207468879668,8.69554867225838,5.049335992425875
13,597.0796460176991,9.157224014541258,5.474283651128548
14,602.1333333333333,9.082786713593775,6.323374462316259
15,511.60869565217394,9.342749529190206,3.507644235539509
16,537.890625,9.734178074750107,5.520786588723236
17,484.66129032258067,10.016749123204738,6.375476459002701
18,623.5727272727273,9.902564136905758,3.5528708641709206
19,573.5172413793103,11.137431860263368,5.34178871401738
20,613.983606557377,11.095087399123745,7.2267045213037004
21,819.319587628866,11.188826405547472,6.545715759657949
22,735.5,11.835082055421037,8.144347398296029
23,642.7162162162163,12.569274064598655,5.468849474921743
24,756.54,12.96507715658993,4.402848378664088
25,0.0,13.284194519246,6.414051953230485
26,657.7678571428571,13.284194519246,4.912456653995949
27,669.1788617886178,12.833898305084748,3.62198434978776
28,719.1823899371069,12.668610223106874,5.02552662442323
29,707.1185410334347,12.978385583419366,4.902512570733926
30,743.175925925926,15.041274973427445,5.7663734592743285
31,756.9966887417219,16.798401646634307,5.870331640890583
32,753.4857142857143,18.866484979715775,4.553800694355213
33,820.3086419753087,18.258852642535896,4.1448067829952855
34,824.0996884735202,18.69733656174334,4.398953442773594
35,819.3904109589041,20.14471814779981,5.430055186538429
36,902.4347826086956,21.48310710196626,4.678774074835831
37,822.3928571428571,21.76635940132818,6.149381860077582
38,815.8918918918919,22.967294749264067,6.174161245637219
39,830.6335403726708,23.19211398063873,7.414619330682748
40,0.0,24.376541673114833,7.590209586697467
41,872.7126168224299,24.4859795364207,4.48102839006063
42,815.1220930232558,27.79532864820174,6.416697889925707
43,658.1964285714286,29.342661438356654,7.190607071974042
44,0.0,27.325181819591542,5.902902207789679
45,0.0,27.325181819591542,5.955684017720945
0,501.8056904927134,0.0,0.0
1,471.8132911392405,10.641503663886896,6.764655935973074
2,472.41279069767444,9.362294178502713,4.717566904045792
3,474.6620825147348,7.845500267710593,5.359181251547782
4,474.5466666666667,7.507312264595103,3.7332022654978214
5,522.9416666666667,7.9056617381896865,4.685821768665596
6,485.425,8.298498869588418,6.5413637787442624
7,563.9701492537314,8.53990655358097,5.886743566667834
8,479.9371316306483,9.57118067783804,7.127727080982535
9,549.8862433862433,9.787656534528645,5.753424929445556
10,616.3774574049803,9.661601585960213,6.069480417944574
11,558.3211009174312,11.740012931233546,6.36756383851998
