,time,loc,op,stop
0,72227,0.0,0.0,-1
1,72228,0.0,0.16666666666666666,54009
2,72229,0.0,0.16666666666666666,54009
3,72230,0.0,0.16666666666666666,54009
4,72231,0.0,0.16666666666666666,54009
5,72232,0.0,0.16666666666666666,54009
6,72233,0.0,0.16666666666666666,54009
7,72234,0.0,0.16666666666666666,54009
8,72235,0.0,0.16666666666666666,54009
9,72236,0.0,0.16666666666666666,54009
10,72237,0.0,0.16666666666666666,54009
11,72238,0.0,0.16666666666666666,54009
12,72239,0.0,0.16666666666666666,54009
13,72240,0.0,0.16666666666666666,54009
14,72241,0.0,0.16666666666666666,54009
15,72242,0.0,0.16666666666666666,54009
16,72243,0.0,0.16666666666666666,54009
17,72244,0.0,0.16666666666666666,54009
18,72245,0.0,0.16666666666666666,54009
19,72246,0.0,0.16666666666666666,54009
20,72247,0.0,0.16666666666666666,54009
21,72248,0.0,0.16666666666666666,54009
22,72249,0.0,0.16666666666666666,54009
23,72250,0.0,0.16666666666666666,54009
24,72251,0.0,0.16666666666666666,54009
25,72252,0.0,0.16666666666666666,54009
26,72253,0.0,0.16666666666666666,54009
27,72254,0.0,0.16666666666666666,54009
28,72255,0.0,0.16666666666666666,54009
29,72256,0.0,0.16666666666666666,54009
30,72257,0.0,0.16666666666666666,54009
31,72258,0.0,0.16666666666666666,54009
32,72259,0.0,0.16666666666666666,54009
33,72260,0.0,0.16666666666666666,54009
34,72261,0.0,0.16666666666666666,54009
35,72262,0.0,0.16666666666666666,54009
36,72263,0.0,0.16666666666666666,54009
37,72264,0.0,0.16666666666666666,54009
38,72265,0.0,0.16666666666666666,54009
39,72266,0.0,0.16666666666666666,54009
40,72267,0.0,0.16666666666666666,54009
41,72268,0.0,0.16666666666666666,54009
42,72269,0.0,0.16666666666666666,54009
43,72270,0.0,0.16666666666666666,54009
44,72271,0.0,0.16666666666666666,54009
45,72272,0.0,0.16666666666666666,54009
46,72273,0.0,0.16666666666666666,54009
47,72274,0.0,0.16666666666666666,54009
48,72275,0.0,0.16666666666666666,54009
49,72276,0.0,0.16666666666666666,54009
50,72277,0.0,0.16666666666666666,54009
51,72278,0.0,0.16666666666666666,54009
52,72279,0.0,0.16666666666666666,54009
53,72280,0.0,0.16666666666666666,54009
54,72281,0.0,0.16666666666666666,54009
55,72282,0.0,0.16666666666666666,54009
56,72283,0.0,0.16666666666666666,54009
57,72284,0.0,0.16666666666666666,54009
58,72285,0.0,0.16666666666666666,54009
59,72286,0.0,0.16666666666666666,54009
60,72287,0.0,0.16666666666666666,54009
61,72288,0.0,0.16666666666666666,54009
62,72289,0.005333333333333333,0.16666666666666666,-1
63,72290,0.010666666666666666,0.16666666666666666,-1
64,72291,0.016,0.16666666666666666,-1
65,72292,0.021333333333333333,0.16666666666666666,-1
66,72293,0.026666666666666665,0.16666666666666666,-1
67,72294,0.032,0.16666666666666666,-1
68,72295,0.037333333333333336,0.16666666666666666,-1
69,72296,0.04266666666666667,0.16666666666666666,-1
70,72297,0.04800000000000001,0.16666666666666666,-1
71,72298,0.053333333333333344,0.16666666666666666,-1
72,72299,0.05866666666666668,0.16666666666666666,-1
73,72300,0.06400000000000002,0.16666666666666666,-1
74,72301,0.06933333333333334,0.16666666666666666,-1
75,72302,0.07466666666666667,0.16666666666666666,-1
76,72303,0.08,0.16666666666666666,-1
77,72304,0.08533333333333333,0.16666666666666666,-1
78,72305,0.09066666666666666,0.16666666666666666,-1
79,72306,0.09599999999999999,0.16666666666666666,-1
80,72307,0.10133333333333332,0.16666666666666666,-1
81,72308,0.10666666666666665,0.16666666666666666,-1
82,72309,0.11199999999999997,0.16666666666666666,-1
83,72310,0.1173333333333333,0.16666666666666666,-1
84,72311,0.12266666666666663,0.16666666666666666,-1
85,72312,0.12799999999999997,0.16666666666666666,-1
86,72313,0.1333333333333333,0.16666666666666666,-1
87,72314,0.13866666666666663,0.16666666666666666,-1
88,72315,0.14399999999999996,0.16666666666666666,-1
89,72316,0.1493333333333333,0.16666666666666666,-1
90,72317,0.15466666666666662,0.16666666666666666,-1
91,72318,0.15999999999999995,0.16666666666666666,-1
92,72319,0.16533333333333328,0.16666666666666666,-1
93,72320,0.1706666666666666,0.16666666666666666,-1
94,72321,0.17599999999999993,0.16666666666666666,-1
95,72322,0.18133333333333326,0.16666666666666666,-1
96,72323,0.1866666666666666,0.16666666666666666,-1
97,72324,0.19199999999999992,0.16666666666666666,-1
98,72325,0.19733333333333325,0.16666666666666666,-1
99,72326,0.20266666666666658,0.16666666666666666,-1
100,72327,0.2079999999999999,0.16666666666666666,-1
101,72328,0.21333333333333324,0.16666666666666666,-1
102,72329,0.21866666666666656,0.16666666666666666,-1
103,72330,0.2239999999999999,0.16666666666666666,-1
104,72331,0.22933333333333322,0.16666666666666666,-1
105,72332,0.23466666666666655,0.16666666666666666,-1
106,72333,0.23999999999999988,0.16666666666666666,-1
107,72334,0.2453333333333332,0.16666666666666666,-1
108,72335,0.25066666666666654,0.16666666666666666,-1
109,72336,0.2559999999999999,0.16666666666666666,-1
110,72337,0.26133333333333325,0.16666666666666666,-1
111,72338,0.2666666666666666,0.16666666666666666,-1
112,72339,0.27199999999999996,0.16666666666666666,-1
113,72340,0.2773333333333333,0.16666666666666666,-1
114,72341,0.2826666666666667,0.16666666666666666,-1
115,72342,0.28800000000000003,0.16666666666666666,-1
116,72343,0.2933333333333334,0.16666666666666666,-1
117,72344,0.29866666666666675,0.16666666666666666,-1
118,72345,0.3040000000000001,0.16666666666666666,-1
