,time,loc,op,stop
0,48801,0.0,0.0,-1
1,48802,0.0,0.09166666666666666,54009
2,48803,0.0,0.09166666666666666,54009
3,48804,0.0,0.09166666666666666,54009
4,48805,0.0,0.09166666666666666,54009
5,48806,0.0,0.09166666666666666,54009
6,48807,0.0,0.09166666666666666,54009
7,48808,0.0,0.09166666666666666,54009
8,48809,0.0,0.09166666666666666,54009
9,48810,0.0,0.09166666666666666,54009
10,48811,0.0,0.09166666666666666,54009
11,48812,0.0,0.09166666666666666,54009
12,48813,0.0,0.09166666666666666,54009
13,48814,0.0,0.09166666666666666,54009
14,48815,0.0,0.09166666666666666,54009
15,48816,0.0,0.09166666666666666,54009
16,48817,0.0,0.09166666666666666,54009
17,48818,0.0,0.09166666666666666,54009
18,48819,0.0,0.09166666666666666,54009
19,48820,0.0,0.09166666666666666,54009
20,48821,0.0,0.09166666666666666,54009
21,48822,0.0,0.09166666666666666,54009
22,48823,0.0,0.09166666666666666,54009
23,48824,0.0,0.09166666666666666,54009
24,48825,0.0,0.09166666666666666,54009
25,48826,0.0,0.09166666666666666,54009
26,48827,0.0,0.09166666666666666,54009
27,48828,0.0,0.09166666666666666,54009
28,48829,0.0,0.09166666666666666,54009
29,48830,0.0,0.09166666666666666,54009
30,48831,0.0,0.09166666666666666,54009
31,48832,0.0,0.09166666666666666,54009
32,48833,0.0,0.09166666666666666,54009
33,48834,0.0,0.09166666666666666,54009
34,48835,0.0,0.09166666666666666,54009
35,48836,0.004055555555555555,0.09166666666666666,-1
36,48837,0.00811111111111111,0.09166666666666666,-1
37,48838,0.012166666666666666,0.09166666666666666,-1
38,48839,0.01622222222222222,0.09166666666666666,-1
39,48840,0.020277777777777777,0.09166666666666666,-1
40,48841,0.024333333333333332,0.09166666666666666,-1
41,48842,0.028388888888888887,0.09166666666666666,-1
42,48843,0.03244444444444444,0.09166666666666666,-1
43,48844,0.0365,0.09166666666666666,-1
44,48845,0.04055555555555555,0.09166666666666666,-1
45,48846,0.04461111111111111,0.09166666666666666,-1
46,48847,0.048666666666666664,0.09166666666666666,-1
47,48848,0.05272222222222222,0.09166666666666666,-1
48,48849,0.056777777777777774,0.09166666666666666,-1
49,48850,0.06083333333333333,0.09166666666666666,-1
50,48851,0.06488888888888888,0.09166666666666666,-1
51,48852,0.06894444444444445,0.09166666666666666,-1
52,48853,0.07300000000000001,0.09166666666666666,-1
53,48854,0.07705555555555557,0.09166666666666666,-1
54,48855,0.08111111111111113,0.09166666666666666,-1
55,48856,0.0851666666666667,0.09166666666666666,-1
56,48857,0.08922222222222226,0.09166666666666666,-1
57,48858,0.09327777777777782,0.09166666666666666,-1
58,48859,0.09733333333333338,0.09166666666666666,-1
59,48860,0.10138888888888895,0.09166666666666666,-1
60,48861,0.10544444444444451,0.09166666666666666,-1
61,48862,0.10950000000000007,0.09166666666666666,-1
62,48863,0.11355555555555563,0.09166666666666666,-1
63,48864,0.1176111111111112,0.09166666666666666,-1
64,48865,0.12166666666666676,0.09166666666666666,-1
65,48866,0.12572222222222232,0.09166666666666666,-1
66,48867,0.12977777777777788,0.09166666666666666,-1
67,48868,0.13383333333333344,0.09166666666666666,-1
68,48869,0.137888888888889,0.09166666666666666,-1
69,48870,0.14194444444444457,0.09166666666666666,-1
70,48871,0.14600000000000013,0.09166666666666666,-1
71,48872,0.1500555555555557,0.09166666666666666,-1
72,48873,0.15411111111111125,0.09166666666666666,-1
73,48874,0.15816666666666682,0.09166666666666666,-1
74,48875,0.16222222222222238,0.09166666666666666,-1
75,48876,0.16627777777777794,0.09166666666666666,-1
76,48877,0.1703333333333335,0.09166666666666666,-1
77,48878,0.17438888888888907,0.09166666666666666,-1
78,48879,0.17844444444444463,0.09166666666666666,-1
79,48880,0.1825000000000002,0.09166666666666666,-1
80,48881,0.18655555555555575,0.09166666666666666,-1
81,48882,0.19061111111111131,0.09166666666666666,-1
82,48883,0.19466666666666688,0.09166666666666666,-1
83,48884,0.19872222222222244,0.09166666666666666,-1
84,48885,0.202777777777778,0.09166666666666666,-1
85,48886,0.20683333333333356,0.09166666666666666,-1
86,48887,0.21088888888888913,0.09166666666666666,-1
87,48888,0.2149444444444447,0.09166666666666666,-1
88,48889,0.21900000000000025,0.09166666666666666,-1
89,48890,0.2230555555555558,0.09166666666666666,-1
90,48891,0.22711111111111137,0.09166666666666666,-1
91,48892,0.23116666666666694,0.09166666666666666,-1
92,48893,0.2352222222222225,0.09166666666666666,-1
93,48894,0.23927777777777806,0.09166666666666666,-1
94,48895,0.24333333333333362,0.09166666666666666,-1
95,48896,0.24738888888888919,0.09166666666666666,-1
96,48897,0.25144444444444475,0.09166666666666666,-1
97,48898,0.2555000000000003,0.09166666666666666,-1
98,48899,0.2595555555555558,0.09166666666666666,-1
99,48900,0.26361111111111135,0.09166666666666666,-1
100,48901,0.2676666666666669,0.09166666666666666,-1
101,48902,0.2717222222222224,0.09166666666666666,-1
102,48903,0.27577777777777795,0.09166666666666666,-1
103,48904,0.2798333333333335,0.09166666666666666,-1
104,48905,0.283888888888889,0.09166666666666666,-1
105,48906,0.28794444444444456,0.09166666666666666,-1
106,48907,0.2920000000000001,0.09166666666666666,-1
107,48908,0.2960555555555556,0.09166666666666666,-1
108,48909,0.30011111111111116,0.09166666666666666,-1
109,48910,0.3041666666666667,0.09166666666666666,-1
110,48911,0.30822222222222223,0.09166666666666666,-1
111,48912,0.31227777777777777,0.09166666666666666,-1
112,48913,0.3163333333333333,0.09166666666666666,-1
113,48914,0.32038888888888883,0.09166666666666666,-1
114,48915,0.32444444444444437,0.09166666666666666,-1
115,48916,0.3284999999999999,0.09166666666666666,-1
116,48917,0.33255555555555544,0.09166666666666666,-1
117,48918,0.33661111111111097,0.09166666666666666,-1
118,48919,0.3406666666666665,0.09166666666666666,-1
119,48920,0.34472222222222204,0.09166666666666666,-1
120,48921,0.3487777777777776,0.09166666666666666,-1
121,48922,0.3528333333333331,0.09166666666666666,-1
122,48923,0.35688888888888864,0.09166666666666666,-1
123,48924,0.3609444444444442,0.09166666666666666,-1
124,48925,0.3649999999999997,0.09166666666666666,-1
125,48926,0.36905555555555525,0.09166666666666666,-1
126,48927,0.3731111111111108,0.09166666666666666,-1
127,48928,0.3771666666666663,0.09166666666666666,-1
128,48929,0.38122222222222185,0.09166666666666666,-1
129,48930,0.3852777777777774,0.09166666666666666,-1
130,48931,0.3893333333333329,0.09166666666666666,-1
131,48932,0.39338888888888845,0.09166666666666666,-1
132,48933,0.397444444444444,0.09166666666666666,-1
133,48934,0.4014999999999995,0.09166666666666666,-1
134,48935,0.40555555555555506,0.09166666666666666,-1
135,48936,0.4096111111111106,0.09166666666666666,-1
136,48937,0.4136666666666661,0.09166666666666666,-1
137,48938,0.41772222222222166,0.09166666666666666,-1
138,48939,0.4217777777777772,0.09166666666666666,-1
139,48940,0.42583333333333273,0.09166666666666666,-1
140,48941,0.42988888888888827,0.09166666666666666,-1
141,48942,0.4339444444444438,0.09166666666666666,-1
142,48943,0.43799999999999933,0.09166666666666666,-1
143,48944,0.44205555555555487,0.09166666666666666,-1
144,48945,0.4461111111111104,0.09166666666666666,-1
145,48946,0.45016666666666594,0.09166666666666666,-1
146,48947,0.4542222222222215,0.09166666666666666,-1
147,48948,0.458277777777777,0.09166666666666666,-1
148,48949,0.46233333333333254,0.09166666666666666,-1
149,48950,0.4663888888888881,0.09166666666666666,-1
150,48951,0.4704444444444436,0.09166666666666666,-1
151,48952,0.47449999999999914,0.09166666666666666,-1
152,48953,0.4785555555555547,0.09166666666666666,-1
153,48954,0.4826111111111102,0.09166666666666666,-1
154,48955,0.48666666666666575,0.09166666666666666,-1
155,48956,0.4907222222222213,0.09166666666666666,-1
156,48957,0.4947777777777768,0.09166666666666666,-1
157,48958,0.4947777777777768,0.1,54339
158,48959,0.4947777777777768,0.1,54339
159,48960,0.4947777777777768,0.1,54339
160,48961,0.4947777777777768,0.1,54339
161,48962,0.4947777777777768,0.1,54339
162,48963,0.4947777777777768,0.1,54339
163,48964,0.4947777777777768,0.1,54339
164,48965,0.4947777777777768,0.1,54339
165,48966,0.4947777777777768,0.1,54339
166,48967,0.4947777777777768,0.1,54339
167,48968,0.4947777777777768,0.1,54339
168,48969,0.4947777777777768,0.1,54339
169,48970,0.4947777777777768,0.1,54339
170,48971,0.4947777777777768,0.1,54339
171,48972,0.4947777777777768,0.1,54339
172,48973,0.4947777777777768,0.1,54339
173,48974,0.4947777777777768,0.1,54339
174,48975,0.4947777777777768,0.1,54339
175,48976,0.49883333333333235,0.1,-1
176,48977,0.5028888888888879,0.1,-1
177,48978,0.5069444444444435,0.1,-1
178,48979,0.5109999999999991,0.1,-1
179,48980,0.5150555555555547,0.1,-1
180,48981,0.5191111111111103,0.1,-1
181,48982,0.5231666666666659,0.1,-1
182,48983,0.5272222222222215,0.1,-1
183,48984,0.5312777777777771,0.1,-1
184,48985,0.5353333333333327,0.1,-1
185,48986,0.5393888888888883,0.1,-1
186,48987,0.5434444444444438,0.1,-1
187,48988,0.5474999999999994,0.1,-1
188,48989,0.551555555555555,0.1,-1
189,48990,0.5556111111111106,0.1,-1
190,48991,0.5596666666666662,0.1,-1
191,48992,0.5637222222222218,0.1,-1
192,48993,0.5677777777777774,0.1,-1
193,48994,0.571833333333333,0.1,-1
194,48995,0.5758888888888886,0.1,-1
195,48996,0.5799444444444442,0.1,-1
196,48997,0.5839999999999997,0.1,-1
