,time,loc,op,stop
0,66720,0.0,0.0,-1
1,66721,0.0,0.11666666666666667,65009
2,66722,0.0,0.11666666666666667,65009
3,66723,0.0,0.11666666666666667,65009
4,66724,0.0,0.11666666666666667,65009
5,66725,0.0,0.11666666666666667,65009
6,66726,0.0,0.11666666666666667,65009
7,66727,0.0,0.11666666666666667,65009
8,66728,0.0,0.11666666666666667,65009
9,66729,0.0,0.11666666666666667,65009
10,66730,0.0,0.11666666666666667,65009
11,66731,0.0,0.11666666666666667,65009
12,66732,0.0,0.11666666666666667,65009
13,66733,0.0,0.11666666666666667,65009
14,66734,0.0,0.11666666666666667,65009
15,66735,0.0,0.11666666666666667,65009
16,66736,0.0,0.11666666666666667,65009
17,66737,0.0,0.11666666666666667,65009
18,66738,0.0,0.11666666666666667,65009
19,66739,0.0,0.11666666666666667,65009
20,66740,0.0,0.11666666666666667,65009
21,66741,0.0,0.11666666666666667,65009
22,66742,0.0,0.11666666666666667,65009
23,66743,0.0,0.11666666666666667,65009
24,66744,0.0,0.11666666666666667,65009
25,66745,0.0,0.11666666666666667,65009
26,66746,0.0,0.11666666666666667,65009
27,66747,0.0,0.11666666666666667,65009
28,66748,0.0,0.11666666666666667,65009
29,66749,0.0,0.11666666666666667,65009
30,66750,0.0,0.11666666666666667,65009
31,66751,0.0,0.11666666666666667,65009
32,66752,0.0,0.11666666666666667,65009
33,66753,0.0,0.11666666666666667,65009
34,66754,0.0,0.11666666666666667,65009
35,66755,0.0,0.11666666666666667,65009
36,66756,0.0,0.11666666666666667,65009
37,66757,0.0,0.11666666666666667,65009
38,66758,0.0,0.11666666666666667,65009
39,66759,0.0,0.11666666666666667,65009
40,66760,0.0,0.11666666666666667,65009
41,66761,0.0,0.11666666666666667,65009
42,66762,0.0,0.11666666666666667,65009
43,66763,0.0,0.11666666666666667,65009
44,66764,0.004944444444444445,0.11666666666666667,-1
45,66765,0.00988888888888889,0.11666666666666667,-1
46,66766,0.014833333333333334,0.11666666666666667,-1
47,66767,0.01977777777777778,0.11666666666666667,-1
48,66768,0.024722222222222225,0.11666666666666667,-1
49,66769,0.02966666666666667,0.11666666666666667,-1
50,66770,0.03461111111111111,0.11666666666666667,-1
51,66771,0.03955555555555556,0.11666666666666667,-1
52,66772,0.044500000000000005,0.11666666666666667,-1
53,66773,0.04944444444444445,0.11666666666666667,-1
54,66774,0.054388888888888896,0.11666666666666667,-1
55,66775,0.05933333333333334,0.11666666666666667,-1
56,66776,0.06427777777777778,0.11666666666666667,-1
57,66777,0.06922222222222223,0.11666666666666667,-1
58,66778,0.07416666666666667,0.11666666666666667,-1
59,66779,0.07911111111111112,0.11666666666666667,-1
60,66780,0.08405555555555556,0.11666666666666667,-1
61,66781,0.08900000000000001,0.11666666666666667,-1
62,66782,0.09394444444444446,0.11666666666666667,-1
63,66783,0.0988888888888889,0.11666666666666667,-1
64,66784,0.10383333333333335,0.11666666666666667,-1
65,66785,0.10877777777777779,0.11666666666666667,-1
66,66786,0.11372222222222224,0.11666666666666667,-1
67,66787,0.11866666666666668,0.11666666666666667,-1
68,66788,0.12361111111111113,0.11666666666666667,-1
69,66789,0.12855555555555556,0.11666666666666667,-1
70,66790,0.1335,0.11666666666666667,-1
71,66791,0.13844444444444445,0.11666666666666667,-1
72,66792,0.1433888888888889,0.11666666666666667,-1
73,66793,0.14833333333333334,0.11666666666666667,-1
74,66794,0.1532777777777778,0.11666666666666667,-1
75,66795,0.15822222222222224,0.11666666666666667,-1
76,66796,0.16316666666666668,0.11666666666666667,-1
77,66797,0.16811111111111113,0.11666666666666667,-1
78,66798,0.17305555555555557,0.11666666666666667,-1
79,66799,0.17800000000000002,0.11666666666666667,-1
80,66800,0.18294444444444447,0.11666666666666667,-1
81,66801,0.1878888888888889,0.11666666666666667,-1
82,66802,0.19283333333333336,0.11666666666666667,-1
83,66803,0.1977777777777778,0.11666666666666667,-1
84,66804,0.20272222222222225,0.11666666666666667,-1
85,66805,0.2076666666666667,0.11666666666666667,-1
86,66806,0.21261111111111114,0.11666666666666667,-1
87,66807,0.21755555555555559,0.11666666666666667,-1
88,66808,0.22250000000000003,0.11666666666666667,-1
89,66809,0.22744444444444448,0.11666666666666667,-1
90,66810,0.23238888888888892,0.11666666666666667,-1
91,66811,0.23733333333333337,0.11666666666666667,-1
92,66812,0.24227777777777781,0.11666666666666667,-1
93,66813,0.24722222222222226,0.11666666666666667,-1
94,66814,0.2521666666666667,0.11666666666666667,-1
95,66815,0.2571111111111111,0.11666666666666667,-1
96,66816,0.26205555555555554,0.11666666666666667,-1
97,66817,0.26699999999999996,0.11666666666666667,-1
98,66818,0.2719444444444444,0.11666666666666667,-1
99,66819,0.2768888888888888,0.11666666666666667,-1
100,66820,0.2818333333333332,0.11666666666666667,-1
101,66821,0.28677777777777763,0.11666666666666667,-1
102,66822,0.29172222222222205,0.11666666666666667,-1
103,66823,0.29666666666666647,0.11666666666666667,-1
104,66824,0.3016111111111109,0.11666666666666667,-1
105,66825,0.3065555555555553,0.11666666666666667,-1
106,66826,0.3114999999999997,0.11666666666666667,-1
107,66827,0.31644444444444414,0.11666666666666667,-1
108,66828,0.32138888888888856,0.11666666666666667,-1
109,66829,0.326333333333333,0.11666666666666667,-1
110,66830,0.3312777777777774,0.11666666666666667,-1
111,66831,0.3362222222222218,0.11666666666666667,-1
112,66832,0.34116666666666623,0.11666666666666667,-1
113,66833,0.34611111111111065,0.11666666666666667,-1
114,66834,0.35105555555555507,0.11666666666666667,-1
115,66835,0.3559999999999995,0.11666666666666667,-1
