,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,65009,22266,23445,24354,25738,26350,26906,27980,28734,29456,30430,31588,32669,33397,34627,35611,36508,37322,38168,38715,39102,40197,40902,41096,42230,43137,44177,45056,46066,46829,47719,48878,50051,50862,51625,52683,53779,54622,55669,57201,59120,60070,61138,62375,62949,63701,64466,64875,65024,65669,66720,67845,69810,69863,71260,72456,73361,74408
1,65259,22366,23575,24483,25838,26450,26993,28078,28849,29568,30503,31669,32778,33501,34727,35693,36587,37402,38263,38790,39184,40295,41012,41181,42335,43246,44276,45156,46160,46910,47846,48987,50193,50964,51696,52767,53864,54734,55772,57332,59287,60198,61228,62478,63072,63793,64549,64951,65098,65765,66825,67970,69903,69957,71369,72593,73477,74553
2,65409,22433,23712,24637,25947,26589,27120,28204,28997,29708,30620,31786,32906,33650,34845,35812,36712,37527,38395,38916,39316,40426,41161,41322,42474,43391,44398,45285,46290,47031,47999,49115,50340,51102,51814,52888,53976,54868,55895,57469,59412,60346,61347,62603,63226,63926,64673,65073,65225,65900,66944,68091,70003,70101,71495,72725,73608,74697
3,65141,22522,23877,24819,26071,26752,27269,28352,29173,29870,30755,31923,33057,33825,34982,35950,36858,37673,38549,39062,39470,40580,41334,41484,42638,43563,44540,45433,46441,47169,48183,49262,50514,51263,51950,53028,54106,55025,56040,57632,59563,60520,61483,62749,63409,64081,64817,65210,65370,66058,67085,68233,70120,70267,71641,72882,73762,74868
4,65431,22579,23988,24945,26167,26869,27381,28458,29296,29988,30858,32024,33164,33946,35084,36052,36964,37781,38661,39172,39584,40690,41454,41607,42755,43684,44646,45542,46551,47273,48307,49370,50634,51380,52056,53130,54203,55136,56146,57744,59666,60640,61585,62854,63535,64195,64925,65315,65482,66172,67188,68335,70206,70390,71747,72992,73874,74984
5,67591,22689,24180,25157,26309,27055,27548,28628,29497,30174,31011,32180,33337,34147,35240,36208,37129,37946,38837,39335,39757,40867,41653,41792,42944,43882,44807,45713,46722,47429,48520,49540,50837,51564,52209,53289,54350,55316,56311,57935,59841,60842,61739,63021,63744,64373,65088,65468,65644,66352,67346,68498,70338,70579,71916,73174,74049,75180
6,67411,22778,24346,25341,26438,27217,27699,28779,29673,30339,31149,32321,33490,34322,35380,36348,37276,38093,38992,39481,39911,41024,41825,41958,43112,44055,44953,45864,46875,47570,48705,49690,51015,51728,52348,53431,54483,55474,56458,58100,59993,61017,61879,63169,63927,64531,65233,65606,65792,66510,67489,68643,70457,70745,72067,73333,74205,75350
7,67441,22857,24486,25498,26553,27357,27831,28909,29823,30483,31271,32443,33620,34470,35503,36471,37405,38221,39125,39608,40047,41158,41970,42104,43255,44203,45080,45997,47008,47693,48861,49822,51162,51869,52472,53555,54600,55611,56587,58240,60122,61167,62001,63296,64079,64668,65358,65728,65922,66646,67613,68769,70561,70890,72197,73469,74340,75492
8,67611,23033,24733,25769,26728,27588,28039,29120,30077,30715,31460,32640,33838,34724,35699,36666,37611,38425,39343,39806,40260,41379,42219,42335,43496,44455,45282,46211,47224,47885,49133,50035,51421,52099,52660,53753,54784,55838,56793,58484,60345,61424,62192,63507,64341,64886,65556,65912,66118,66870,67813,68975,70725,71122,72411,73699,74561,75742
9,67601,23149,24925,25984,26874,27773,28211,29291,30277,30903,31619,32800,34010,34925,35859,36826,37780,38592,39517,39968,40435,41556,42416,42525,43688,44654,45447,46384,47399,48045,49345,50209,51623,52285,52817,53915,54935,56020,56962,58677,60520,61626,62352,63675,64548,65065,65719,66065,66282,67052,67977,69142,70860,71310,72584,73882,74741,75937
10,67629,23291,25146,26226,27036,27980,28401,29481,30503,31115,31794,32979,34205,35153,36039,37005,37967,38777,39712,40149,40630,41755,42639,42736,43905,44880,45631,46577,47593,48223,49589,50404,51850,52493,52992,54096,55103,56223,57152,58897,60720,61853,62530,63864,64781,65264,65900,66235,66463,67255,68160,69330,71011,71519,72777,74089,74943,76160
11,64621,23370,25285,26382,27153,28117,28536,29609,30648,31257,31920,33103,34333,35300,36165,37130,38093,38905,39842,40277,40765,41887,42781,42883,44047,45027,45761,46709,47723,48349,49738,50538,51994,52633,53119,54219,55221,56357,57283,59039,60849,61999,62657,63989,64931,65402,66026,66357,66594,67393,68289,69459,71115,71663,72907,74224,75080,76300
12,64461,23440,25423,26537,27271,28252,28671,29737,30791,31400,32045,33226,34460,35445,36291,37254,38219,39033,39970,40404,40901,42020,42921,43031,44188,45173,45891,46841,47854,48475,49888,50674,52137,52773,53246,54342,55340,56491,57415,59181,60977,62143,62785,64116,65080,65539,66152,66480,66725,67530,68418,69588,71220,71806,73038,74359,75217,76439
13,66499,23519,25561,26691,27388,28386,28804,29864,30933,31540,32168,33347,34599,35589,36417,37377,38344,39159,40098,40529,41035,42152,43062,43179,44328,45318,46018,46970,47983,48599,50037,50808,52278,52911,53372,54464,55456,56622,57547,59323,61103,62287,62911,64243,65227,65676,66279,66601,66855,67666,68545,69717,71324,71948,73169,74494,75354,76579
14,66489,23642,25753,26899,27536,28565,28975,30035,31124,31725,32324,33504,34766,35783,36577,37534,38507,39322,40267,40690,41207,42327,43253,43367,44517,45512,46183,47139,48152,48758,50244,50983,52474,53093,53530,54624,55605,56799,57717,59515,61275,62483,63072,64410,65428,65854,66439,66752,67017,67844,68709,69887,71458,72132,73340,74675,75532,76774
15,64119,23791,25947,27106,27683,28744,29145,30208,31323,31909,32479,33697,34993,35989,36746,37690,38701,39483,40434,40850,41378,42501,43456,43556,44707,45704,46347,47309,48320,48916,50448,51158,52676,53272,53686,54783,55754,56975,57886,59705,61448,62678,63232,64577,65629,66030,66601,66903,67179,68022,68873,70058,71592,72316,73511,74856,75711,76968
16,64109,23926,26153,27311,27832,28921,29314,30379,31523,32092,32634,33849,35156,36235,36912,37844,38872,39651,40601,41011,41549,42673,43644,43745,44891,45894,46510,47476,48486,49076,50696,51333,52883,53451,53842,54941,55905,57156,58056,59895,61619,62963,63394,64762,65828,66206,66762,67056,67339,68199,69037,70229,71727,72499,73683,75036,75889,77163
17,63219,24021,26320,27486,27966,29075,29464,30519,31680,32251,32772,33981,35297,36393,37087,37978,39009,39790,40748,41153,41700,42822,43803,43913,45049,46056,46654,47623,48631,49219,50869,51488,53046,53605,53983,55078,56039,57304,58207,60057,61768,63121,63538,64903,65999,66362,66905,67193,67483,68355,69182,70380,71848,72659,73835,75192,76046,77330
18,63209,24094,26451,27633,28084,29203,29597,30640,31813,32388,32894,34095,35418,36525,37201,38099,39125,39909,40870,41278,41832,42949,43936,44058,45182,46191,46781,47748,48753,49344,51007,51622,53180,53735,54107,55196,56157,57428,58337,60194,61893,63252,63664,65023,66142,66498,67029,67313,67610,68489,69310,70511,71954,72797,73966,75324,76182,77470
19,63199,24191,26608,27806,28217,29355,29747,30782,31973,32547,33032,34227,35559,36684,37333,38229,39259,40047,41013,41422,41984,43097,44095,44225,45339,46350,46925,47894,48896,49486,51175,51775,53343,53887,54246,55333,56291,57575,58488,60357,62042,63410,63807,65165,66312,66654,67170,67449,67755,68645,69455,70662,72075,72957,74118,75480,76340,77637
20,63189,24264,26739,27949,28337,29481,29879,30903,32105,32684,33152,34341,35679,36815,37448,38341,39372,40164,41150,41547,42115,43222,44227,44371,45472,46482,47051,48018,49018,49610,51312,51905,53477,54015,54369,55450,56408,57700,58617,60493,62168,63539,63931,65286,66453,66789,67293,67570,67883,68778,69582,70792,72182,73094,74249,75611,76476,77778
21,63179,24313,26843,28062,28441,29582,29992,31004,32210,32796,33256,34436,35777,36920,37545,38434,39467,40261,41246,41654,42227,43326,44333,44495,45580,46588,47159,48122,49118,49718,51420,52014,53583,54120,54477,55549,56509,57801,58727,60602,62270,63642,64038,65386,66566,66904,67398,67675,67994,68888,69690,70901,72275,73208,74358,75718,76591,77891
22,63369,24405,27000,28231,28576,29731,30142,31145,32368,32954,33392,34568,35919,37077,37677,38564,39601,40396,41384,41793,42378,43475,44492,44661,45736,46746,47303,48266,49260,49860,51586,52163,53745,54268,54616,55684,56642,57949,58877,60764,62420,63798,64179,65528,66734,67058,67539,67810,68137,69041,69835,71049,72397,73366,74509,75872,76748,78058
23,66379,24500,27158,28399,28711,29879,30292,31287,32527,33112,33529,34701,36061,37233,37810,38695,39734,40532,41521,41932,42528,43623,44650,44826,45893,46904,47446,48410,49400,50003,51752,52312,53907,54417,54755,55820,56776,58096,59026,60925,62569,63955,64321,65670,66902,67214,67681,67946,68280,69194,69980,71198,72521,73524,74660,76026,76905,78225
24,66359,24576,27289,28541,28833,30007,30424,31409,32660,33247,33651,34817,36182,37365,37926,38809,39850,40649,41639,42054,42659,43751,44782,44971,46026,47037,47572,48535,49521,50128,51889,52440,54041,54544,54880,55939,56894,58220,59156,61060,62697,64084,64446,65793,67043,67350,67804,68067,68408,69325,70107,71326,72629,73659,74791,76158,77042,78366
25,62141,24670,27422,28683,28954,30137,30555,31537,32796,33384,33775,34965,36306,37538,38066,38963,40035,40798,41778,42177,42791,43881,44932,45116,46177,47191,47701,48663,49674,50255,52047,52594,54213,54694,55008,56063,57013,58372,59287,61204,62831,64283,64573,65937,67186,67488,67928,68190,68535,69457,70234,71454,72737,73793,74922,76291,77179,78506
26,62059,24770,27582,28854,29090,30289,30706,31685,32959,33544,33916,35104,36451,37701,38206,39102,40178,40941,41922,42319,42943,44034,45097,45282,46341,47355,47850,48811,49821,50400,52216,52750,54377,54850,55150,56204,57149,58522,59439,61367,62985,64447,64718,66084,67356,67647,68071,68328,68680,69611,70381,71601,72861,73948,75075,76447,77338,78675
27,62049,24871,27740,29023,29228,30441,30856,31834,33121,33705,34058,35243,36596,37862,38346,39241,40319,41086,42065,42461,43094,44184,45260,45448,46504,47519,47998,48960,49967,50545,52385,52905,54540,55005,55293,56344,57286,58673,59591,61528,63139,64611,64864,66230,67526,67806,68214,68468,68824,69766,70527,71748,72988,74103,75228,76604,77495,78843
28,62039,24919,27843,29135,29336,30547,30970,31941,33230,33820,34167,35345,36697,37970,38451,39344,40421,41192,42167,42567,43206,44290,45371,45571,46618,47630,48110,49068,50070,50655,52495,53020,54648,55116,55404,56448,57389,58778,59704,61637,63245,64722,64975,66333,67639,67922,68322,68576,68935,69879,70637,71855,73083,74215,75339,76713,77610,78955
29,62029,25014,28001,29303,29474,30698,31120,32089,33392,33980,34309,35483,36841,38131,38592,39483,40562,41335,42311,42710,43356,44440,45534,45737,46781,47793,48259,49216,50217,50799,52664,53175,54813,55272,55548,56589,57525,58928,59855,61798,63399,64885,65120,66478,67808,68080,68465,68716,69079,70034,70783,72002,73209,74370,75491,76870,77768,79121
30,62019,25061,28105,29414,29582,30803,31234,32194,33500,34095,34418,35583,36942,38239,38698,39586,40664,41440,42412,42816,43467,44544,45643,45860,46893,47905,48371,49322,50321,50910,52773,53290,54921,55383,55660,56692,57628,59033,59966,61906,63506,64995,65233,66580,67920,68197,68573,68824,69190,70144,70892,72109,73304,74480,75600,76980,77883,79234
31,70309,25132,28236,29553,29705,30932,31366,32322,33635,34231,34543,35702,37064,38372,38822,39706,40785,41564,42534,42941,43597,44671,45778,46004,47031,48042,48502,49448,50447,51037,52912,53424,55057,55516,55787,56813,57746,59159,60096,62039,63636,65130,65361,66704,68060,68334,68699,68947,69318,70275,71020,72236,73415,74612,75730,77114,78019,79373
32,70299,25180,28339,29662,29815,31037,31479,32430,33744,34346,34652,35802,37164,38479,38928,39808,40886,41668,42635,43046,43706,44776,45887,46127,47145,48153,48613,49554,50550,51147,53019,53539,55166,55627,55898,56916,57849,59262,60206,62146,63742,65238,65473,66807,68172,68451,68807,69055,69429,70384,71129,72343,73512,74722,75839,77224,78133,79483
33,70289,25252,28470,29800,29938,31166,31611,32558,33879,34481,34777,35920,37285,38613,39051,39928,41007,41790,42757,43169,43835,44904,46023,46271,47283,48290,48742,49680,50674,51273,53156,53674,55301,55760,56024,57036,57968,59387,60336,62280,63873,65373,65603,66932,68311,68588,68933,69179,69556,70515,71257,72470,73623,74853,75969,77358,78268,79621
34,70279,25367,28655,29995,30092,31343,31779,32726,34067,34662,34934,36076,37451,38798,39211,40084,41166,41951,42921,43328,44003,45076,46210,46457,47469,48478,48909,49847,50841,51434,53352,53851,55493,55937,56183,57194,58119,59558,60505,62465,64051,65561,65767,67099,68505,68766,69096,69335,69717,70690,71422,72637,73766,75027,76142,77538,78446,79813
35,70269,25440,28786,30133,30216,31475,31910,32854,34204,34798,35061,36195,37574,38931,39335,40204,41286,42074,43044,43452,44131,45205,46346,46600,47606,48615,49038,49973,50966,51561,53489,53986,55628,56071,56310,57315,58238,59683,60635,62598,64181,65696,65897,67223,68644,68904,69223,69458,69845,70822,71549,72763,73880,75157,76272,77672,78582,79952
36,70259,25563,28972,30326,30380,31654,32079,33025,34392,34980,35220,36353,37742,39116,39497,40361,41447,42234,43209,43611,44299,45378,46534,46786,47792,48804,49206,50140,51134,51722,53686,54163,55819,56249,56469,57473,58389,59853,60804,62784,64360,65884,66061,67389,68839,69084,69387,69615,70006,70996,71715,72930,74025,75331,76445,77853,78760,80145
37,81101,25658,29130,30493,30574,31809,32229,33175,34555,35141,35364,36492,37888,39274,39641,40501,41588,42377,43354,43752,44448,45529,46695,46951,47955,48967,49355,50288,51282,51866,53853,54321,55981,56406,56612,57613,58525,60002,60954,62942,64515,66045,66208,67535,69006,69243,69533,69757,70150,71150,71862,73075,74155,75482,76598,78009,78917,80310
38,81111,25732,29261,30627,30740,31941,32361,33304,34691,35279,35492,36613,38012,39406,39768,40624,41711,42501,43477,43876,44578,45657,46829,47094,48094,49105,49487,50415,51408,51995,53991,54458,56116,56541,56741,57732,58645,60128,61084,63074,64646,66179,66339,67659,69145,69381,69662,69882,70278,71280,71992,73200,74269,75611,76728,78142,79055,80447
39,82119,25830,29421,30793,30934,32098,32512,33453,34854,35440,35637,36752,38160,39566,39914,40766,41852,42644,43621,44020,44727,45807,46989,47259,48256,49267,49637,50562,51557,52142,54158,54617,56280,56700,56885,57872,58781,60277,61233,63234,64800,66340,66486,67807,69311,69539,69810,70022,70422,71432,72139,73345,74398,75761,76880,78298,79212,80612
40,82099,25934,29580,30959,31128,32254,32664,33604,35019,35602,35783,36892,38308,39725,40061,40908,41994,42788,43766,44164,44877,45960,47149,47424,48419,49429,49788,50710,51704,52289,54324,54777,56444,56859,57029,58013,58917,60427,61383,63393,64955,66498,66635,67955,69477,69698,69958,70163,70567,71584,72286,73490,74528,75912,77033,78456,79370,80777
41,82089,25985,29685,31067,31265,32364,32781,33713,35130,35718,35897,36996,38412,39831,40172,41014,42096,42893,43867,44273,44987,46069,47257,47547,48532,49540,49903,50818,51808,52401,54438,54896,56549,56972,57142,58117,59021,60533,61492,63498,65062,66603,66751,68059,69589,69815,70070,70272,70679,71692,72398,73596,74629,76020,77144,78567,79485,80886
42,82079,26056,29817,31204,31431,32497,32914,33844,35267,35855,36027,37117,38537,39963,40300,41136,42217,43016,43989,44398,45115,46198,47391,47691,48670,49675,50035,50945,51934,52530,54572,55034,56682,57107,57271,58238,59142,60660,61620,63630,65192,66733,66884,68186,69727,69953,70199,70397,70806,71821,72525,73721,74745,76149,77277,78700,79620,81023
43,92169,26148,29976,31369,31624,32654,33065,33994,35429,36014,36173,37257,38685,40121,40446,41277,42359,43160,44133,44540,45264,46349,47553,47855,48832,49836,50185,51092,52081,52675,54737,55192,56843,57264,57415,58379,59280,60809,61769,63789,65345,66891,67033,68333,69891,70110,70347,70537,70950,71971,72671,73866,74877,76300,77429,78856,79777,81187
