,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,65009,22266,23445,24354,25738,26350,26906,27980,28734,29456,30430,31588,32669,33397,34627,35611,36508,37322,38168,38715,39102,40197,40902,41096,42230,43137,44177,45056,46066,46829,47719,48878,50051,50862,51625,52683,53779,54622,55669,57201,59120,60070,61138,62375,62949,63701,64466,64875,65024,65669,66720,67845,69810,69863,71260,72456,73361,74408
1,65259,22368,23583,24465,25835,26443,27002,28072,28831,29573,30534,31659,32752,33479,34732,35709,36594,37408,38247,38786,39196,40267,40982,41212,42308,43205,44309,45139,46173,46946,47842,48982,50151,50976,51696,52794,53904,54707,55769,57304,59224,60184,61268,62453,63048,63813,64601,64963,65140,65774,66835,67954,69901,69933,71366,72559,73479,74482
2,65409,22438,23721,24645,25972,26629,27197,28231,29018,29779,30722,31813,32899,33639,34878,35863,36764,37583,38418,38959,39395,40426,41160,41433,42477,43365,44502,45304,46335,47135,48041,49153,50327,51177,51868,52975,54089,54878,55923,57421,59326,60332,61434,62610,63237,64008,64809,65161,65362,65975,67018,68134,70017,70123,71536,72725,73666,74644
3,65141,22531,23883,24846,26126,26835,27412,28407,29224,30010,30932,31984,33063,33812,35039,36028,36951,37776,38606,39145,39618,40601,41356,41681,42665,43541,44719,45483,46515,47345,48265,49344,50523,51403,52054,53175,54298,55065,56095,57555,59445,60497,61621,62783,63444,64227,65046,65382,65611,66200,67226,68338,70151,70328,71728,72909,73878,74824
4,65431,22581,23995,24994,26249,26992,27579,28547,29377,30184,31093,32117,33185,33948,35156,36151,37090,37925,38753,39299,39792,40744,41512,41870,42815,43684,44870,45630,46653,47500,48428,49483,50666,51567,52208,53321,54449,55216,56227,57655,59533,60613,61755,62913,63603,64394,65220,65558,65803,66375,67382,68485,70249,70497,71863,73044,74031,74967
5,67591,22698,24182,25212,26416,27212,27815,28736,29597,30437,31321,32295,33350,34129,35330,36322,37289,38132,38948,39499,40033,40929,41718,42143,43017,43871,45106,45825,46847,47725,48671,49685,50878,51811,52407,53542,54680,55419,56405,57804,59666,60794,61962,63096,63822,64634,65481,65797,66079,66620,67607,68700,70395,70712,72077,73242,74256,75160
6,67411,22791,24347,25403,26569,27403,28024,28907,29790,30659,31524,32461,33503,34293,35487,36478,37463,38316,39125,39680,40246,41099,41905,42388,43204,44041,45311,46004,47019,47922,48885,49868,51067,52025,52591,53736,54881,55605,56565,57940,59787,60953,62144,63261,64017,64845,65710,66017,66328,66843,67807,68890,70528,70910,72266,73419,74453,75336
7,67441,22879,24486,25567,26704,27570,28208,29060,29956,30848,31702,32606,33638,34438,35624,36617,37613,38474,39280,39844,40431,41254,42067,42598,43370,44191,45486,46164,47170,48088,49068,50026,51231,52207,52759,53900,55054,55769,56707,58060,59893,61087,62299,63406,64186,65027,65905,66215,66547,67037,67981,69055,70646,71082,72429,73573,74623,75489
8,67611,23051,24724,25828,26904,27826,28482,29280,30206,31149,31970,32807,33838,34642,35833,36822,37843,38707,39507,40070,40703,41468,42308,42920,43607,44405,45776,46387,47397,48351,49355,50265,51491,52492,52989,54164,55330,56001,56921,58239,60054,61306,62551,63625,64441,65306,66214,66496,66876,67330,68253,69318,70825,71317,72690,73815,74893,75711
9,67601,23179,24912,26036,27069,28033,28711,29464,30412,31390,32189,32981,34004,34816,35992,36989,38027,38903,39702,40261,40926,41651,42507,43178,43811,44589,45992,46578,47584,48563,49589,50470,51696,52720,53187,54379,55550,56199,57098,58386,60185,61480,62749,63807,64650,65534,66465,66735,67149,67575,68476,69533,70971,71517,72897,74014,75107,75905
