,stw,sto,sth
0,502.5588785046729,0.0,0.0
1,511.5381526104418,6.455060985268494,62.12916894686424
2,493.8204081632653,6.460820437239008,63.10528797214314
3,470.0234375,5.680464117290003,63.117139202053266
4,495.109375,6.290083771673484,65.02500618110268
5,534.2736842105263,6.369731598405916,67.61808854442532
6,465.4634146341463,6.530564350903333,68.20020145480916
7,534.5299539170506,6.7309322033898304,68.43709421966035
8,541.3708133971292,7.09268726756827,67.47598344188626
9,492.9908536585366,8.561418013823314,67.19764974561788
10,566.5709090909091,8.755659333573169,67.30743802604029
11,596.264367816092,9.848384248889147,66.99898160514185
12,529.3393665158371,10.035971328048582,66.98458151089943
13,538.1315789473684,9.714393282850526,67.1095542261156
14,530.15,9.533131796495555,66.66543921777757
15,569.0,9.966938333934365,66.86623026960987
16,713.5593220338983,10.091767861881976,66.3526282229666
17,603.2407407407408,10.457987738910926,66.23321888810497
18,589.9695431472081,10.610055403834771,65.57894722890046
19,476.6666666666667,11.29194036434819,65.45781015945693
20,636.2708333333334,11.226159205905937,66.10241052659892
21,516.34,11.302885558201428,65.74552458423679
22,667.0522388059702,12.013788217341546,65.57431625107587
23,517.7530864197531,12.344794961208878,65.3273495819609
24,701.6410256410256,12.485403411217453,65.20225828785007
25,0.0,12.667133177680139,65.01812879917985
26,586.0,12.667133177680139,65.01654751017942
27,645.4817518248175,12.442365906396038,65.69622337211997
28,614.7602339181286,12.423812651082205,65.77125368279926
29,652.9765886287626,12.252659520439877,65.89476103701834
30,683.8088235294117,12.322211894072742,65.32483498524812
31,658.96996996997,12.823138990967928,65.44827910601083
32,768.4242424242424,14.187054543574767,66.27818634550451
33,637.8985507246376,13.688135593220343,66.16779288599047
34,640.9716981132076,13.552024388434377,65.90874274302337
35,733.2125984251968,14.529331839193162,65.5564504073838
36,773.3157894736842,16.256309005714606,65.02806834851282
37,645.2058823529412,16.485783352842986,63.76965674707445
38,698.6,16.62873284907183,63.159059815487616
39,738.0569620253165,16.782069688165528,62.86798664674921
40,0.0,16.732529607829232,61.04624221284511
41,692.6125356125356,16.58274902298564,60.924879817639365
42,749.1544117647059,18.674290561152365,59.82347152192714
43,766.9827586206897,19.86755974556663,58.603311635680114
44,0.0,19.619677552707728,55.79351890693277
45,0.0,19.619677552707728,56.53624770600917
0,496.73455056179773,0.0,0.0
1,487.80833333333334,4.555798895448487,63.099850347486594
2,500.45327102803736,4.211344823879313,64.04614962561656
3,482.15410958904107,3.615641017578063,64.24956551244703
4,496.6904761904762,3.8200842258500574,66.03643766500183
5,541.4831460674158,4.05321752052987,68.75610551995746
6,574.7340425531914,4.305729955083504,69.37531105946687
7,565.028901734104,4.812267502362356,69.52836796388787
8,543.4984615384616,5.54672109326471,68.81847575559455
9,522.790909090909,6.211407350980764,68.55369089417539
