,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,65009,22266,23445,24354,25738,26350,26906,27980,28734,29456,30430,31588,32669,33397,34627,35611,36508,37322,38168,38715,39102,40197,40902,41096,42230,43137,44177,45056,46066,46829,47719,48878,50051,50862,51625,52683,53779,54622,55669,57201,59120,60070,61138,62375,62949,63701,64466,64875,65024,65669,66720,67845,69810,69863,71260,72456,73361,74408
1,65259,22339,23545,24445,25842,26461,27027,28059,28826,29526,30539,31671,32795,33529,34771,35719,36594,37408,38280,38787,39177,40313,40994,41171,42308,43252,44255,45151,46166,46976,47811,48969,50159,50943,51720,52804,53883,54730,55806,57300,59280,60186,61260,62492,63027,63798,64553,64995,65102,65762,66808,67936,69939,69967,71349,72569,73477,74564
2,65409,22388,23638,24531,25920,26562,27142,28132,28904,29598,30645,31745,32894,33645,34870,35819,36675,37492,38383,38861,39253,40416,41087,41257,42378,43357,44325,45229,46242,47089,47884,49039,50247,51025,51803,52912,53959,54818,55916,57386,59376,60289,61347,62587,63103,63891,64639,65105,65189,65843,66878,68011,70035,70056,71420,72645,73579,74673
3,65141,22453,23753,24636,26018,26688,27287,28223,29002,29687,30779,31837,33019,33790,34994,35944,36777,37596,38513,38951,39346,40544,41203,41363,42465,43490,44411,45327,46335,47232,47973,49126,50358,51125,51906,53048,54054,54929,56056,57494,59495,60417,61456,62707,63196,64006,64745,65243,65296,65944,66964,68104,70154,70181,71508,72739,73707,74810
4,65431,22498,23829,24702,26079,26764,27373,28281,29062,29744,30860,31894,33101,33875,35076,36020,36840,37660,38591,39010,39405,40621,41273,41431,42521,43570,44467,45387,46394,47316,48031,49183,50450,51188,51971,53130,54114,54996,56142,57559,59585,60494,61523,62779,63256,64076,64810,65324,65365,66009,67020,68167,70226,70253,71566,72799,73783,74890
5,67591,22578,23969,24831,26196,26916,27548,28390,29179,29849,31023,32003,33252,34051,35226,36171,36961,37785,38749,39117,39514,40779,41410,41554,42625,43732,44571,45504,46506,47491,48137,49287,50584,51308,52095,53296,54226,55130,56311,57689,59730,60651,61654,62924,63366,64215,64937,65488,65489,66127,67124,68279,70368,70409,71672,72912,73939,75056
6,67411,22643,24094,24940,26299,27046,27695,28484,29281,29941,31164,32099,33383,34199,35354,36301,37066,37893,38883,39209,39609,40914,41526,41661,42717,43871,44661,45606,46604,47639,48229,49379,50699,51412,52203,53439,54324,55244,56456,57801,59855,60783,61767,63049,63462,64334,65045,65625,65651,66230,67214,68377,70486,70542,71765,73011,74071,75193
7,67441,22704,24202,25033,26386,27150,27815,28564,29367,30020,31282,32179,33490,34320,35458,36408,37153,37984,38989,39286,39690,41026,41620,41750,42796,43987,44738,45693,46688,47761,48307,49458,50796,51499,52293,53557,54406,55343,56574,57895,59960,60892,61860,63149,63543,64435,65133,65733,65759,66315,67291,68461,70580,70651,71845,73096,74181,75302
8,67611,22822,24396,25211,26548,27355,28055,28714,29528,30165,31516,32329,33699,34563,35665,36619,37320,38158,39199,39424,39838,41264,41801,41915,42945,44216,44879,45857,46846,48004,48452,49604,50982,51664,52465,53791,54561,55528,56812,58075,60187,61112,62042,63343,63692,64629,65302,65952,65978,66477,67435,68617,70797,70860,71993,73254,74400,75530
9,67601,22909,24554,25356,26674,27511,28240,28839,29655,30287,31701,32452,33872,34754,35827,36782,37458,38301,39354,39533,39963,41482,41939,42051,43064,44397,44998,45994,46977,48183,48572,49727,51127,51798,52607,53978,54689,55678,57001,58220,60347,61283,62190,63488,63817,64778,65431,66116,66127,66610,67556,68747,70979,71041,72115,73385,74575,75695
