,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,65009,22266,23445,24354,25738,26350,26906,27980,28734,29456,30430,31588,32669,33397,34627,35611,36508,37322,38168,38715,39102,40197,40902,41096,42230,43137,44177,45056,46066,46829,47719,48878,50051,50862,51625,52683,53779,54622,55669,57201,59120,60070,61138,62375,62949,63701,64466,64875,65024,65669,66720,67845,69810,69863,71260,72456,73361,74408
1,65259,22357,23542,24440,25833,26444,27005,28111,28829,29574,30545,31666,32781,33522,34709,35733,36586,37419,38250,38776,39183,40317,40995,41198,42361,43246,44310,45181,46171,46902,47847,48963,50151,50931,51739,52763,53893,54692,55765,57303,59273,60182,61279,62489,63020,63779,64538,64952,65124,65795,66804,67936,69961,69989,71351,72541,73510,74526
2,65409,22424,23633,24511,25912,26524,27084,28220,28918,29681,30652,31741,32861,33622,34778,35834,36661,37511,38321,38844,39262,40426,41074,41296,42470,43347,44408,45273,46244,46970,47956,49039,50230,51000,51834,52834,53983,54759,55843,57385,59368,60269,61373,62579,63088,63856,64612,65020,65223,65903,66871,68013,70076,70103,71426,72611,73618,74624
3,65141,22513,23748,24602,26013,26627,27185,28360,29031,29817,30788,31837,32964,33749,34866,35962,36757,37628,38411,38928,39361,40565,41173,41420,42610,43477,44534,45391,46339,47057,48097,49135,50331,51087,51956,52926,54098,54843,55943,57489,59487,60380,61494,62695,63174,63955,64704,65106,65349,66041,66956,68110,70220,70245,71522,72699,73758,74749
4,65431,22570,23822,24661,26078,26692,27250,28445,29102,29901,30872,31899,33058,33827,34938,36042,36819,37702,38470,38985,39425,40650,41235,41498,42695,43557,44611,45464,46400,47115,48182,49206,50400,51145,52033,52986,54170,54899,56008,57557,59563,60458,61570,62768,63232,64019,64764,65162,65427,66125,67015,68174,70303,70330,71585,72758,73842,74830
5,67591,22680,23963,24773,26201,26818,27375,28619,29241,30069,31040,32016,33184,33986,35045,36202,36936,37848,38582,39089,39547,40823,41354,41650,42869,43717,44768,45611,46517,47222,48356,49325,50524,51251,52185,53098,54311,55003,56129,57685,59710,60595,61721,62912,63338,64140,64878,65264,65581,66296,67121,68294,70476,70502,71704,72866,74016,74979
6,67411,22769,24088,24874,26311,26929,27485,28770,29362,30215,31186,32121,33296,34123,35142,36340,37040,37974,38681,39181,39654,40972,41455,41781,43020,43855,44904,45738,46622,47318,48507,49430,50633,51347,52318,53199,54435,55095,56238,57797,59839,60716,61853,63037,63431,64248,64980,65352,65713,66442,67216,68401,70618,70642,71809,72963,74167,75102
7,67441,22848,24195,24961,26406,27024,27579,28894,29465,30336,31306,32211,33394,34238,35228,36457,37129,38082,38767,39259,39746,41094,41538,41890,43145,43971,45018,45846,46712,47402,48633,49522,50729,51430,52430,53286,54542,55177,56332,57895,59949,60819,61965,63139,63512,64340,65063,65425,65822,66565,67300,68494,70730,70730,71900,73048,74293,75199
8,67611,23012,24394,25119,26575,27195,27754,29133,29659,30573,31543,32376,33573,34462,35381,36683,37293,38286,38920,39397,39915,41334,41697,42099,43391,44195,45238,46052,46877,47554,48879,49689,50904,51579,52644,53444,54742,55322,56505,58092,60196,61015,62179,63332,63658,64511,65215,65561,66031,66805,67448,68663,70958,71014,72067,73201,74539,75401
9,67601,23128,24556,25250,26708,27328,27898,29315,29810,30759,31734,32514,33717,34644,35514,36856,37428,38447,39039,39506,40055,41520,41820,42266,43578,44374,45409,46220,47012,47683,49077,49827,51049,51705,52821,53578,54907,55444,56651,58245,60362,61175,62356,63476,63778,64650,65333,65668,66191,66992,67574,68807,71161,71259,72207,73332,74731,75550
