,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,65009,22266,23445,24354,25738,26350,26906,27980,28734,29456,30430,31588,32669,33397,34627,35611,36508,37322,38168,38715,39102,40197,40902,41096,42230,43137,44177,45056,46066,46829,47719,48878,50051,50862,51625,52683,53779,54622,55669,57201,59120,60070,61138,62375,62949,63701,64466,64875,65024,65669,66720,67845,69810,69863,71260,72456,73361,74408
1,65259,22351,23548,24447,25827,26437,26984,28068,28842,29522,30546,31699,32768,33521,34772,35708,36630,37395,38243,38836,39187,40264,40992,41181,42308,43237,44297,45147,46208,46909,47854,49000,50189,50960,51721,52804,53899,54722,55744,57327,59225,60168,61279,62486,63067,63785,64597,64962,65116,65754,66849,67919,69909,69947,71387,72560,73460,74558
2,65409,22407,23613,24527,25886,26525,27070,28140,28945,29598,30650,31803,32866,33627,34878,35803,36748,37471,38329,38954,39263,40334,41085,41246,42382,43325,44381,45229,46318,46987,47962,49107,50302,51052,51815,52908,54003,54826,55821,57411,59273,60245,61381,62581,63172,63867,64706,65031,65194,65837,66947,67992,69965,70009,71489,72642,73549,74665
3,65141,22480,23698,24628,25961,26631,27178,28230,29072,29691,30782,31932,32989,33760,35012,35920,36896,37565,38433,39105,39359,40421,41200,41341,42474,43434,44486,45330,46458,47082,48098,49240,50442,51167,51932,53037,54133,54957,55916,57523,59347,60342,61511,62699,63305,63969,64841,65121,65297,65939,67071,68082,70041,70091,71622,72746,73658,74800
4,65431,22527,23752,24693,26017,26699,27252,28289,29150,29756,30858,32012,33066,33844,35116,35997,36984,37630,38501,39200,39418,40479,41270,41398,42542,43502,44550,45396,46539,47147,48181,49332,50527,51243,52008,53115,54213,55040,55981,57606,59412,60401,61591,62772,63391,64038,64923,65172,65361,66009,67147,68143,70094,70132,71700,72812,73727,74879
5,67591,22619,23869,24813,26109,26824,27386,28397,29302,29870,31017,32168,33213,34005,35275,36138,37159,37744,38627,39382,39539,40583,41403,41521,42653,43633,44676,45515,46708,47263,48343,49491,50698,51383,52150,53271,54368,55198,56093,57755,59503,60517,61748,62916,63556,64163,65083,65277,65497,66132,67296,68250,70187,70246,71865,72935,73858,75043
6,67411,22692,23969,24919,26190,26933,27504,28493,29432,29972,31150,32303,33338,34143,35409,36262,37309,37845,38737,39532,39643,40675,41516,41629,42751,43746,44785,45620,46849,47366,48479,49625,50843,51506,52273,53404,54501,55334,56194,57881,59582,60617,61880,63039,63699,64274,65217,65362,65619,66242,67423,68346,70263,70348,72002,73043,73972,75178
7,67441,22754,24052,25005,26258,27023,27605,28576,29536,30062,31257,32413,33443,34257,35518,36366,37429,37934,38829,39652,39731,40758,41606,41719,42832,43839,44874,45709,46961,47457,48587,49735,50959,51611,52378,53518,54609,55448,56281,57981,59651,60700,61985,63138,63819,64369,65323,65426,65725,66337,67524,68429,70340,70435,72112,73135,74067,75284
8,67611,22888,24219,25167,26389,27186,27786,28722,29736,30216,31479,32627,33640,34471,35740,36555,37663,38089,38994,39887,39919,40901,41779,41899,42984,44017,45047,45870,47198,47615,48807,49950,51188,51800,52567,53726,54820,55661,56431,58215,59821,60860,62202,63331,64041,64539,65537,65563,65920,66505,67727,68574,70492,70609,72376,73301,74245,75512
9,67601,22992,24349,25297,26502,27312,27933,28843,29884,30346,31650,32791,33792,34638,35910,36705,37838,38218,39122,40066,40091,41019,41915,42047,43107,44160,45183,46000,47364,47746,48976,50116,51368,51949,52718,53886,54981,55827,56557,58397,59940,60987,62369,63478,64209,64677,65690,65719,66070,66643,67885,68693,70616,70752,72549,73436,74386,75677
10,67629,23111,24504,25449,26622,27457,28102,28981,30054,30495,31839,32979,33968,34832,36111,36878,38049,38364,39271,40267,40291,41153,42064,42224,43251,44324,45339,46150,47569,47898,49200,50313,51585,52118,52891,54078,55166,56014,56702,58591,60062,61137,62566,63649,64402,64833,65875,65894,66243,66803,68069,68832,70785,70922,72793,73590,74550,75864
11,64621,23185,24595,25552,26697,27545,28213,29073,30149,30600,31963,33092,34077,34951,36219,36988,38161,38463,39365,40378,40386,41243,42152,42345,43344,44424,45434,46250,47673,48002,49310,50428,51695,52225,53003,54187,55274,56128,56805,58714,60143,61234,62679,63751,64517,64935,65975,65998,66345,66913,68175,68930,70860,71041,72903,73691,74656,75966
12,64461,23243,24686,25656,26773,27632,28321,29165,30243,30706,32068,33199,34178,35068,36326,37100,38271,38560,39460,40489,40513,41335,42239,42465,43438,44524,45527,46351,47775,48105,49424,50542,51804,52331,53113,54295,55380,56240,56910,58831,60224,61332,62791,63854,64631,65039,66075,66110,66449,67023,68280,69031,70929,71163,73011,73793,74761,76068
13,66499,23320,24784,25761,26848,27718,28427,29255,30366,30811,32192,33333,34290,35182,36436,37210,38381,38658,39553,40600,40630,41425,42330,42584,43528,44622,45619,46451,47894,48208,49535,50658,51927,52437,53221,54401,55485,56350,57016,58954,60311,61428,62902,63955,64743,65142,66188,66214,66552,67131,68383,69135,71006,71291,73139,73895,74866,76170
14,66489,23430,24914,25906,26955,27840,28569,29375,30557,30946,32369,33485,34433,35343,36607,37360,38560,38783,39685,40776,40832,41546,42456,42743,43653,44758,45748,46584,48079,48343,49700,50831,52100,52585,53368,54564,55643,56507,57154,59132,60420,61562,63074,64103,64905,65281,66343,66372,66698,67274,68544,69272,71127,71462,73309,74032,75011,76328
15,64119,23543,25051,26047,27061,27974,28708,29495,30765,31083,32574,33739,34633,35547,36855,37515,38805,38908,39840,40978,41012,41667,42616,42901,43790,44940,45913,46744,48317,48476,49900,51028,52316,52730,53515,54762,55810,56683,57294,59335,60547,61696,63274,64270,65065,65420,66501,66560,66844,67415,68699,69414,71269,71633,73475,74172,75156,76487
