,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,65009,22266,23445,24354,25738,26350,26906,27980,28734,29456,30430,31588,32669,33397,34627,35611,36508,37322,38168,38715,39102,40197,40902,41096,42230,43137,44177,45056,46066,46829,47719,48878,50051,50862,51625,52683,53779,54622,55669,57201,59120,60070,61138,62375,62949,63701,64466,64875,65024,65669,66720,67845,69810,69863,71260,72456,73361,74408
1,65259,22348,23539,24486,25872,26470,26998,28062,28826,29582,30536,31713,32767,33476,34743,35702,36587,37393,38291,38791,39194,40289,40982,41201,42323,43249,44288,45187,46178,46931,47796,48978,50178,50945,51712,52759,53870,54723,55792,57289,59253,60182,61239,62501,63078,63824,64534,64998,65113,65787,66853,67975,69941,69961,71384,72590,73502,74511
2,65409,22402,23614,24585,25967,26557,27077,28129,28904,29679,30624,31809,32831,33544,34820,35766,36659,37456,38393,38853,39265,40364,41048,41289,42402,43345,44361,45281,46250,47016,47856,49044,50281,51017,51773,52826,53949,54808,55883,57353,59327,60251,61304,62596,63180,63913,64593,65097,65187,65866,66948,68067,70031,70051,71466,72688,73599,74577
3,65141,22473,23708,24714,26089,26671,27181,28215,29006,29806,30740,31934,32913,33632,34919,35849,36752,37537,38525,38935,39359,40461,41134,41405,42506,43470,44455,45402,46343,47128,47934,49127,50412,51112,51852,52911,54048,54919,56001,57435,59419,60339,61387,62718,63315,64030,64670,65224,65285,65970,67072,68187,70145,70171,71569,72814,73726,74660
4,65431,22515,23770,24794,26162,26741,27244,28270,29069,29881,30821,32008,32976,33699,34996,35903,36810,37588,38603,38988,39418,40523,41187,41475,42571,43545,44514,45475,46403,47201,47985,49184,50492,51171,51903,52965,54117,54986,56074,57489,59494,60396,61445,62803,63394,64101,64720,65297,65346,66036,67168,68259,70217,70237,71634,72904,73801,74719
5,67591,22603,23885,24955,26316,26886,27376,28378,29197,30040,30968,32165,33080,33811,35119,36008,36927,37690,38768,39094,39537,40644,41293,41623,42702,43702,44633,45629,46521,47343,48084,49288,50656,51292,52002,53071,54243,55126,56223,57591,59605,60506,61549,62955,63565,64249,64818,65452,65472,66168,67324,68411,70355,70374,71763,73063,73961,74821
6,67411,22674,23986,25093,26447,27012,27491,28473,29309,30177,31095,32299,33173,33910,35228,36101,37028,37781,38906,39188,39644,40751,41383,41752,42814,43837,44737,45760,46624,47466,48172,49380,50797,51398,52091,53163,54351,55246,56352,57681,59704,60604,61641,63086,63712,64379,64906,65578,65601,66284,67458,68541,70468,70494,71876,73198,74099,74904
7,67441,22727,24072,25208,26553,27113,27589,28555,29403,30291,31202,32411,33255,33995,35320,36182,37115,37860,39015,39266,39734,40841,41456,41859,42909,43949,44827,45870,46713,47569,48249,49459,50913,51489,52169,53243,54444,55348,56460,57760,59790,60688,61721,63192,63833,64487,64982,65686,65709,66383,67571,68649,70558,70596,71972,73311,74214,74970
8,67611,22855,24232,25437,26763,27311,27778,28710,29590,30520,31414,32635,33406,34156,35501,36338,37282,38008,39258,39411,39907,41014,41601,42071,43096,44173,44998,46087,46882,47772,48392,49606,51150,51664,52312,53394,54621,55549,56673,57917,59956,60847,61869,63400,64073,64699,65121,65908,65922,66573,67792,68864,70761,70781,72156,73534,74443,75108
9,67601,22955,24362,25643,26930,27461,27933,28840,29736,30699,31586,32815,33534,34290,35655,36467,37420,38132,39426,39524,40051,41162,41713,42242,43249,44352,45141,46260,47020,47933,48513,49729,51343,51807,52435,53519,54765,55710,56845,58043,60088,60979,61993,63564,64253,64858,65233,66064,66091,66728,67969,69036,70898,70943,72307,73706,74626,75206
