,bunching,ploss,qloss,reward,reward1,reward2,avg_hold,action,wait,travel,delay,AOD,distilled,teachers,policy_noise,headway_mean54009,headway_mean54339,headway_mean54329,headway_mean54319,headway_mean54101,headway_mean66091,headway_mean66031,headway_mean66041,headway_mean66051,headway_mean66379,headway_mean66359,headway_mean62141,headway_mean62059,headway_mean62049,headway_mean62039,headway_mean62029,headway_mean62019,headway_mean70309,headway_mean70299,headway_mean70289,headway_mean70279,headway_mean70269,headway_mean71161,headway_mean71151,headway_mean71141,headway_mean71121,headway_mean71131,headway_mean71091,headway_mean72021,headway_mean72061,headway_mean72071,headway_mean84499,headway_mean84489,headway_mean84461,headway_mean84471,headway_mean84621,headway_mean84611,headway_mean84631,headway_mean84601,headway_mean75341,headway_mean75061,headway_mean76289,headway_mean76129,headway_mean76119,headway_mean76051,headway_mean75009,headway_var54009,headway_var54339,headway_var54329,headway_var54319,headway_var54101,headway_var66091,headway_var66031,headway_var66041,headway_var66051,headway_var66379,headway_var66359,headway_var62141,headway_var62059,headway_var62049,headway_var62039,headway_var62029,headway_var62019,headway_var70309,headway_var70299,headway_var70289,headway_var70279,headway_var70269,headway_var71161,headway_var71151,headway_var71141,headway_var71121,headway_var71131,headway_var71091,headway_var72021,headway_var72061,headway_var72071,headway_var84499,headway_var84489,headway_var84461,headway_var84471,headway_var84621,headway_var84611,headway_var84631,headway_var84601,headway_var75341,headway_var75061,headway_var76289,headway_var76129,headway_var76119,headway_var76051,headway_var75009
0,330,1.2886587858200074,1.527905923128128,-1.2654672653337402,-1.1080967647083275,-0.1573705006254128,45.057244463448015,0.7828141614319963,648.5503790137126,1697.334128268461,1293.6648496720893,15.267163895724485,False,5,0.29969999999999997,874.551724137931,876.8275862068965,878.1724137931035,878.7931034482758,880.3103448275862,882.7931034482758,884.6379310344828,885.6206896551724,887.3103448275862,888.0344827586207,889.3448275862069,890.3620689655172,891.948275862069,893.7068965517242,895.5344827586207,897.051724137931,898.448275862069,899.5689655172414,900.7758620689655,901.948275862069,903.7931034482758,905.2413793103449,906.948275862069,909.0172413793103,910.2068965517242,911.4827586206897,913.0862068965517,914.3793103448276,915.7586206896551,917.4827586206897,918.7241379310345,920.8793103448276,922.2241379310345,923.948275862069,925.4655172413793,925.8448275862069,927.3965517241379,928.6206896551724,929.0,930.6379310344828,931.5,933.1551724137931,933.5,934.4655172413793,935.7586206896551,937.7413793103449,91471.86801426871,103836.48751486326,104675.65992865636,100736.57788347204,105431.7657550535,115714.78478002377,122947.61028537454,133056.68370986922,141726.38644470868,153151.8263971463,166733.32936979787,184918.85166468492,201978.01456599284,216403.13822829965,221365.90398335314,238297.63525564803,251508.97146254458,256172.83145065396,259138.72562425683,273608.186979786,301356.95719381684,310134.35552913195,325244.56629013084,339790.39625445893,349512.9571938169,376359.422116528,386474.49256837106,416997.3043995244,433011.87277051125,459600.6979785968,481113.6135552913,508641.24405469693,544421.8290725327,565351.911117717,584325.007431629,610935.0966111772,629041.9634363852,639046.6492271106,653419.4827586206,674168.3344233056,694573.6637931034,718738.9931629014,741374.6637931034,763626.9729488704,779804.8382877528,816283.1572532699
0,620,1.5761562645435334,0.9428404778242111,-1.1822575736751875,-1.1067901183765487,-0.07546745529863882,20.809171724168753,0.3746802439450969,640.8886979294541,1489.3396349946804,1046.0708732302153,15.239508606308094,False,5,0.29940029999999995,874.551724137931,877.6034482758621,878.0172413793103,878.6551724137931,879.2241379310345,881.1206896551724,882.1034482758621,883.2586206896551,883.9310344827586,884.1724137931035,884.7241379310345,885.5,886.4827586206897,887.0689655172414,888.2413793103449,889.0689655172414,889.551724137931,890.1379310344828,891.0,891.7931034482758,893.4655172413793,894.4137931034483,895.0862068965517,896.3448275862069,897.2931034482758,898.3275862068965,899.7413793103449,901.2931034482758,902.1379310344828,902.8620689655172,903.7241379310345,904.7413793103449,905.4655172413793,906.4137931034483,907.2758620689655,907.5862068965517,908.3275862068965,908.551724137931,909.1034482758621,910.3275862068965,911.2068965517242,912.8793103448276,912.7241379310345,912.9137931034483,913.3103448275862,914.5172413793103,91471.86801426871,108256.44619500593,109697.15487514864,112216.74316290132,121520.86355529133,126288.00267538644,131955.98929845425,134759.22621878714,143301.1331747919,157188.76337693224,164987.88941736027,184634.4568965517,197215.87039239,202876.8228299643,220133.63139120096,234006.8228299643,238207.9714625446,246128.67063020213,247131.6896551724,260743.23305588585,271334.3522592152,283197.2770511296,295835.63049940555,309251.63971462543,321822.55202140304,334042.0478596909,347523.81242568366,366073.24167657545,379396.2223543401,387525.9464922711,405406.88941736036,414139.881391201,439689.4901902497,449587.9322235434,455444.9583828776,484432.0011890607,485993.7719976219,488961.1783590963,494832.33412604046,499536.8064803805,513322.95719381684,518982.864744352,536780.7859690845,564269.940844233,570030.5243757432,590956.697978597
0,1073,2.1009607315063477,0.6683166608214378,-1.4174441276518996,-1.3745501890267158,-0.04289393862518357,11.323024119998696,0.21365072137360977,714.3534852091126,1446.9927915674941,1078.8573274396463,15.322694500429753,False,5,0.2991008997,874.551724137931,876.948275862069,877.3448275862069,877.6034482758621,878.1034482758621,879.1896551724138,880.1724137931035,880.6724137931035,881.0,881.7413793103449,882.448275862069,882.4827586206897,882.7413793103449,882.948275862069,883.1724137931035,883.5344827586207,884.5689655172414,885.0689655172414,885.4137931034483,885.7413793103449,886.1896551724138,886.6206896551724,886.7758620689655,887.0862068965517,887.6379310344828,887.948275862069,888.1724137931035,888.9137931034483,889.8965517241379,890.1724137931035,890.3620689655172,890.8793103448276,891.2758620689655,891.448275862069,891.6896551724138,891.2758620689655,892.051724137931,892.6896551724138,893.0,893.2068965517242,893.2586206896551,893.7586206896551,893.5689655172414,893.9137931034483,894.0689655172414,895.2068965517242,91471.86801426871,117075.94560047562,123476.7431629013,130251.48067776457,143569.85136741976,154821.73989298454,164291.17717003566,179446.6340665874,191567.6896551724,209814.8124256837,224018.59215219977,255742.97384066583,267895.2262187872,280289.2214625446,289336.1082045184,301094.2488109394,304772.7280023781,314159.6504161712,319083.38049940544,329445.05380499404,340158.36058263975,344639.16646848986,354746.8980380499,369402.2511890606,383910.88614744355,390489.66973840666,395202.418549346,410961.7339476813,435329.57550535083,460980.2461355529,474623.6447681332,479069.00267538655,507315.92390011885,526114.0059453032,531911.1795481569,563655.8894173603,580228.8076694411,572065.2829964327,571038.4827586206,575524.8537455411,592230.950356718,579303.8727705113,574528.2452437575,605019.8373959572,617530.6159334125,644226.4399524376
0,1916,2.0837425112724306,0.556910690665245,-1.6854066929125755,-1.650979177614022,-0.03442751529855396,8.862787324141946,0.17128004327349203,807.4586699365262,1427.3646855164454,1152.0774668205424,15.239588369799485,False,5,0.2988017988003,874.551724137931,876.5689655172414,877.0344827586207,877.1379310344828,876.8620689655172,877.3793103448276,877.7931034482758,877.948275862069,878.0344827586207,877.7241379310345,877.6724137931035,877.9137931034483,878.5344827586207,878.5,878.6206896551724,878.6206896551724,879.2413793103449,879.3793103448276,879.5,879.6551724137931,879.7931034482758,880.2931034482758,880.1724137931035,880.6034482758621,881.1896551724138,881.551724137931,882.3275862068965,882.3965517241379,882.4310344827586,882.4655172413793,882.7068965517242,882.6034482758621,882.4655172413793,882.5862068965517,882.9310344827586,882.8103448275862,882.9655172413793,883.4827586206897,883.8620689655172,883.9827586206897,883.8448275862069,884.0172413793103,883.5689655172414,883.551724137931,883.6034482758621,883.7931034482758,91471.86801426871,111549.48662306777,117244.75743162901,124985.87752675386,139624.53269916767,157177.13198573125,175593.9916765755,188497.39387633768,206450.1712247325,230362.82045184303,242671.7719976219,275509.216706302,291937.1798454221,319682.6293103448,330799.02853745536,347803.9940546968,357085.0451843044,370879.26991676586,380053.1120689655,401278.2948870392,420607.1985731273,436698.44857312716,451132.65992865636,469723.8599881093,480614.84334126045,495723.9024970273,506506.2892390012,540923.170332937,559155.0383472056,593190.7660523186,615162.3106420927,644475.2737812129,700501.007431629,720310.2080856124,717464.4780023781,776601.3605826398,789271.2057074909,796754.8014268727,810320.8775267538,813230.741082045,851055.1655766942,860549.5341854935,874803.5211058264,932688.9714625445,953951.4806777646,980004.233055886
0,910,2.455959510803223,0.5189187288284302,-1.4348402376512124,-1.3995203577055333,-0.03531987994567892,9.164487865566992,0.17590772170371927,674.2396816279643,1417.9079346844999,997.2990071387544,17.81618170984973,False,5,0.2985029970014997,874.551724137931,876.0862068965517,876.3620689655172,876.1206896551724,876.3965517241379,877.1724137931035,877.7931034482758,878.2413793103449,878.8103448275862,878.7586206896551,878.8275862068965,878.8448275862069,879.1034482758621,879.2241379310345,879.8275862068965,880.1896551724138,880.3103448275862,880.6896551724138,880.8103448275862,880.8275862068965,881.1724137931035,881.3103448275862,881.2413793103449,881.4137931034483,881.5344827586207,881.6724137931035,881.8448275862069,882.1724137931035,882.2586206896551,882.4310344827586,882.4655172413793,882.6724137931035,882.6034482758621,882.8793103448276,883.5,883.5689655172414,883.4827586206897,883.6206896551724,883.9310344827586,884.2931034482758,884.4137931034483,884.9655172413793,884.5172413793103,884.4655172413793,884.8620689655172,885.551724137931,91471.86801426871,109593.5615338882,111605.12752675386,118268.7612960761,129056.27378121282,147213.69441141497,154047.16409036863,164849.76932223543,179986.25713436387,204203.90725326992,218031.55648038047,255548.20005945305,270936.02378121286,284538.10493460164,295149.59096313914,315027.7398929845,324486.80023781216,341721.45541022584,346494.11920332944,371847.14268727705,388972.00475624256,402155.76575505355,417018.5279429251,428850.27705112955,440666.1798454221,452180.59958382876,461342.33799048746,488366.79785969085,503733.9848394768,524991.1417954816,554360.5936385256,564976.7030321046,596514.1013674198,605736.6923305589,604437.4224137932,635727.1073127228,652629.3186682521,650912.8561236623,659660.7883472057,667625.4485731273,689638.6218787158,690955.585017836,692187.7324613555,749864.1453626635,760843.0154577884,777809.454221165
0,714,2.562985193729401,0.4486444443464279,-1.2085738097408443,-1.171436097035196,-0.0371377127056486,9.6734387279793,0.18594377687231217,585.6681277395115,1289.97917971196,812.8015028177833,9.653604381853496,False,5,0.29820449400449817,874.551724137931,876.0344827586207,876.7931034482758,878.1206896551724,879.448275862069,881.7068965517242,883.2931034482758,884.6206896551724,885.1034482758621,886.0172413793103,887.1379310344828,887.8965517241379,888.8275862068965,889.8448275862069,890.6379310344828,891.5689655172414,892.0689655172414,892.8103448275862,893.2586206896551,893.8275862068965,895.0344827586207,895.6896551724138,897.1896551724138,897.8103448275862,898.551724137931,899.2586206896551,900.5172413793103,901.7931034482758,902.6896551724138,903.7413793103449,904.2413793103449,905.4655172413793,906.5689655172414,907.5344827586207,908.551724137931,909.4310344827586,910.3793103448276,910.8275862068965,911.7413793103449,912.6724137931035,913.551724137931,915.1551724137931,915.6896551724138,916.1724137931035,916.7068965517242,918.3448275862069,91471.86801426871,101366.48156956006,102925.75029726516,106318.7612960761,111875.83353151011,122075.48305588587,129395.68995243758,135959.5457788347,140979.4720570749,149557.15487514864,158629.15338882283,171305.81688466112,183735.69441141497,194642.99316290134,202224.47235434008,213405.07282996428,221349.09869203332,226661.18816884662,231969.91587395963,243472.5219976219,257419.96432818077,267372.1105826397,276812.91230677767,284550.6709274673,293037.661117717,303987.26070154575,312329.00832342444,330844.61236623063,345109.6967895362,363033.05380499404,380139.66587395954,402384.31777645653,432550.76248513674,451552.6626040428,462214.2818073722,490455.9693816885,506426.7526753865,510407.9357907253,515592.0193222355,530284.3237217598,551728.7990487514,572746.200059453,595375.2140309155,621279.8323424496,632042.4830558858,652731.9500594529
0,1289,2.6453588008880615,0.47777205109596255,-1.667922881418007,-1.623787004304075,-0.04413587711393203,11.663154591714221,0.21811128236167773,870.5666295592954,1461.8141575535328,1249.1990701329316,15.870101406219748,False,5,0.2979062895104937,874.551724137931,877.051724137931,878.0689655172414,878.6551724137931,879.4137931034483,880.7068965517242,881.6896551724138,882.8103448275862,883.0,883.051724137931,883.6896551724138,884.2758620689655,884.7586206896551,885.051724137931,885.6034482758621,886.2586206896551,886.5862068965517,886.948275862069,887.3620689655172,887.8103448275862,888.448275862069,888.8965517241379,889.1896551724138,889.6551724137931,890.0,890.3965517241379,890.7758620689655,891.9655172413793,892.5,893.1551724137931,893.3793103448276,894.1896551724138,894.4827586206897,895.0344827586207,895.6034482758621,895.7413793103449,896.1896551724138,896.7931034482758,897.3103448275862,898.0689655172414,898.5172413793103,899.7586206896551,899.6896551724138,900.448275862069,901.051724137931,902.7931034482758,91471.86801426871,114048.98008323424,120123.13317479193,125676.2604042806,143165.17360285373,160830.1727110583,170813.62782401903,187706.94678953625,201983.72413793104,215633.25594530322,235070.5933412604,269853.4411414982,285901.3900118906,310678.66973840666,323840.9634363852,343656.7089774079,350201.20808561245,363527.22146254464,371600.26545778837,386507.2226516052,403207.69560047565,420459.1961950059,435210.0502378121,457599.9155766945,472191.8275862069,481406.85998810944,488432.34631391196,515847.4126040428,535281.974137931,556165.0966111772,574625.8561236623,592909.7398929845,636821.8359096315,660548.6195005946,678614.6875743162,728703.605529132,743528.4640309155,743110.3365041616,741744.8002378122,756036.3745541023,769631.6634958383,789996.0796670631,796334.524375743,837384.9714625448,847257.7042211653,870757.0261593339
0,922,2.964180111885071,0.5029405891895294,-1.56161120186881,-1.5060427401408956,-0.05556846172791419,14.972480355857739,0.27418602942555653,631.3811825192802,1466.0906940874036,971.5448843187661,15.82785603507262,False,5,0.2976083832209832,874.551724137931,875.5,875.448275862069,875.2068965517242,874.7586206896551,874.7068965517242,874.5862068965517,874.4137931034483,874.1551724137931,873.6896551724138,873.3793103448276,872.9137931034483,872.6379310344828,872.3275862068965,872.2068965517242,871.8793103448276,872.2241379310345,871.8793103448276,871.6379310344828,871.6379310344828,871.3448275862069,871.1379310344828,871.1551724137931,871.2068965517242,871.2758620689655,871.0,870.8103448275862,870.5689655172414,870.2586206896551,869.9310344827586,869.8620689655172,869.551724137931,869.2068965517242,868.9310344827586,868.6724137931035,868.1206896551724,867.9655172413793,868.5862068965517,868.9655172413793,869.3103448275862,868.9827586206897,869.6551724137931,869.3103448275862,868.8448275862069,868.6896551724138,868.7413793103449,91471.86801426871,111441.45689655172,110003.41973840665,113425.06064209275,120288.59690844234,129831.48305588585,135324.75980975028,142090.03567181926,152644.16557669445,171557.45541022593,182643.4768133175,210017.45808561234,221943.16200951245,241201.04785969085,248406.37098692034,260596.51991676574,272255.51872770506,288003.31302021403,297745.8516646849,319792.3689060642,345080.5017835909,364359.84304399526,383276.3379904875,404206.9571938169,417910.37217598094,432478.6551724138,443212.0157550536,473379.4866230678,494793.22621878714,522294.6504161713,549157.0844233056,573759.6266349583,620440.8537455411,633553.0642092747,644506.8064803805,685042.8302615932,698975.757431629,665777.3460166468,657910.8953626637,644922.7657550535,632015.8100475624,610007.4673008324,619808.2485136742,627425.3035077289,624497.4554102258,631147.1917360285
0,985,3.097569477558136,0.49697867780923843,-1.5541686407892081,-1.4927854779514595,-0.061383162837748646,16.73947694877194,0.30286419851457225,662.55,1432.2109289617486,1031.620218579235,16.71891259481799,False,5,0.29731077483776225,874.551724137931,876.5862068965517,877.0862068965517,877.7586206896551,878.3103448275862,879.4310344827586,880.3793103448276,881.1379310344828,881.2241379310345,881.4827586206897,881.551724137931,881.6551724137931,882.0344827586207,882.2413793103449,882.4827586206897,883.0689655172414,883.5689655172414,883.9655172413793,884.3275862068965,884.3965517241379,884.7758620689655,885.051724137931,885.0689655172414,885.6379310344828,886.0172413793103,886.2413793103449,886.4655172413793,887.0,887.3448275862069,887.6034482758621,888.3275862068965,888.8275862068965,889.0172413793103,889.6379310344828,889.8793103448276,889.9827586206897,890.2068965517242,891.0862068965517,892.0,893.3275862068965,893.7758620689655,895.2586206896551,895.4137931034483,895.7068965517242,895.7758620689655,896.5344827586207,91471.86801426871,110633.75980975028,114496.21670630202,118174.2520808561,129728.93816884662,144006.24524375744,149327.68370986922,153670.98097502973,167843.31183115338,194649.21521997626,214596.31629013075,253621.46730083233,269855.5850178359,294259.2520808561,306815.52556480386,323003.82282996434,328108.38317479193,338704.06777645665,346512.8409631391,369132.20481569564,385380.17390011885,399162.39387633774,404940.2021403091,412549.1275267538,428142.29280618316,442231.5624256837,451138.4212247325,480895.9655172414,499353.08799048746,521836.9289536266,556655.3582045184,574202.9702734839,626412.1203923901,644115.3344233056,656587.3475029726,704412.3962544589,709663.1985731273,681215.2511890606,664031.724137931,649007.3582045186,656841.8290725327,650210.605529132,659125.0011890605,667263.6899524376,660983.4497621879,674669.9384661118
0,818,3.1427408337593077,0.44902410060167314,-1.1705619522535395,-1.1156456602320743,-0.054916292021464995,14.733801357738898,0.2707370906145116,621.1072048611111,1403.391579861111,973.1971354166667,14.134849241109318,False,5,0.2970134640629245,874.551724137931,875.9137931034483,875.7931034482758,875.6034482758621,875.3448275862069,875.3448275862069,875.7413793103449,875.6551724137931,875.5,874.7758620689655,874.8275862068965,874.6206896551724,874.4827586206897,873.8965517241379,873.7586206896551,873.8793103448276,873.7413793103449,873.6206896551724,873.5862068965517,873.4827586206897,873.2931034482758,873.3620689655172,873.4310344827586,873.7241379310345,873.6724137931035,873.8103448275862,873.6896551724138,873.5862068965517,873.5689655172414,873.3275862068965,873.1724137931035,873.0172413793103,873.6034482758621,873.9655172413793,874.3965517241379,874.4310344827586,875.1206896551724,875.4827586206897,876.2931034482758,877.0862068965517,877.7413793103449,878.448275862069,878.6206896551724,879.1896551724138,880.1551724137931,881.1896551724138,91471.86801426871,103286.28567181925,103320.75029726516,99659.48067776456,104906.5707491082,109119.67419738407,109440.05380499405,113284.81212841856,120329.21551724138,130414.03596908443,136763.76337693224,157193.89060642093,165819.0083234245,178003.43757431634,186517.80380499407,203298.2440546968,211527.2951843044,222712.75267538647,232317.03567181926,250070.38763376934,269161.7244351962,284695.6447681332,298199.52110582637,305547.096313912,321546.2547562426,335637.84334126045,342724.42092746723,363812.24256837106,374925.62455410225,396759.28923900117,410526.5219976219,428163.81004756247,470994.0324019024,492041.6539833531,506598.3772294887,548832.5211058264,561076.5199167657,537599.2152199761,510602.3106420928,499724.8718787158,495155.98483947676,490398.73008323426,490673.3043995244,498808.9812722949,486720.5448870393,485004.1881688466
