,bunching,ploss,qloss,reward,reward1,reward2,avg_hold,action,wait,travel,delay,distilled,teacher_variance,AOD,headway_mean54009,headway_mean54339,headway_mean54329,headway_mean54319,headway_mean54101,headway_mean66091,headway_mean66031,headway_mean66041,headway_mean66051,headway_mean66379,headway_mean66359,headway_mean62141,headway_mean62059,headway_mean62049,headway_mean62039,headway_mean62029,headway_mean62019,headway_mean70309,headway_mean70299,headway_mean70289,headway_mean70279,headway_mean70269,headway_mean71161,headway_mean71151,headway_mean71141,headway_mean71121,headway_mean71131,headway_mean71091,headway_mean72021,headway_mean72061,headway_mean72071,headway_mean84499,headway_mean84489,headway_mean84461,headway_mean84471,headway_mean84621,headway_mean84611,headway_mean84631,headway_mean84601,headway_mean75341,headway_mean75061,headway_mean76289,headway_mean76129,headway_mean76119,headway_mean76051,headway_mean75009,headway_var54009,headway_var54339,headway_var54329,headway_var54319,headway_var54101,headway_var66091,headway_var66031,headway_var66041,headway_var66051,headway_var66379,headway_var66359,headway_var62141,headway_var62059,headway_var62049,headway_var62039,headway_var62029,headway_var62019,headway_var70309,headway_var70299,headway_var70289,headway_var70279,headway_var70269,headway_var71161,headway_var71151,headway_var71141,headway_var71121,headway_var71131,headway_var71091,headway_var72021,headway_var72061,headway_var72071,headway_var84499,headway_var84489,headway_var84461,headway_var84471,headway_var84621,headway_var84611,headway_var84631,headway_var84601,headway_var75341,headway_var75061,headway_var76289,headway_var76129,headway_var76119,headway_var76051,headway_var75009
0,2926,2.756756447512528,3.8464471314145228,-1.6762213699340336,-1.650767783795298,-0.02545358613873578,6.31595214612934,0.1270227631815716,859.3009130350321,1458.3907919445703,1213.0415074791167,0,0,16.22215888059437,874.551724137931,875.1551724137931,874.7413793103449,874.3275862068965,873.3103448275862,872.3793103448276,871.7758620689655,871.0172413793103,870.3275862068965,868.9310344827586,868.4655172413793,867.9827586206897,867.8448275862069,867.0862068965517,867.4310344827586,866.8103448275862,867.0862068965517,866.9827586206897,866.7758620689655,866.0862068965517,866.7758620689655,867.1896551724138,867.3965517241379,868.3103448275862,868.6034482758621,869.6034482758621,870.448275862069,870.9655172413793,871.6896551724138,872.1551724137931,872.7586206896551,873.3793103448276,873.8103448275862,874.2241379310345,874.5689655172414,874.2586206896551,874.6724137931035,874.9137931034483,875.0862068965517,875.5172413793103,876.0,877.0172413793103,876.948275862069,876.9137931034483,877.5862068965517,878.5862068965517,91471.86801426871,116079.20005945304,122464.1227705113,133331.35820451842,151535.903686088,164891.92508917957,179325.07045184303,192783.18935790725,204459.73751486323,219174.85731272298,238738.5246730083,272521.844530321,282555.6138525565,305261.5270511296,314089.7969678953,334817.46403091564,340363.9753269917,352832.12039239006,361971.622175981,377705.8029131986,396917.34631391196,409922.0157550535,420976.7565398335,437752.6967895363,454551.41171224735,472146.72205707495,483907.5921521998,512866.61950059456,535716.1795481569,555806.0966111772,557253.2865636147,571883.1319857313,607429.877824019,625733.5187277052,618250.831450654,664181.1572532699,682749.1168252081,682490.6994649227,684184.8029131986,685518.5945303212,714293.9655172414,693979.7755648037,700145.4973246137,740936.0442925089,745939.2080856124,762999.966706302
0,1352,3.8010257468826474,2.22311418118148,-1.581435106080309,-1.5573975571946763,-0.024037548885632427,6.077783883579198,0.12114083123985644,871.8630952380952,1404.449470899471,1209.5265873015874,0,0,16.115730020883223,874.551724137931,877.051724137931,877.6896551724138,877.8448275862069,878.7586206896551,880.0,880.551724137931,881.1379310344828,881.5689655172414,881.8448275862069,882.2758620689655,882.551724137931,882.948275862069,883.4655172413793,883.9137931034483,884.2413793103449,884.5,884.7931034482758,885.0,885.1724137931035,885.6379310344828,886.1034482758621,886.3448275862069,887.0689655172414,887.3620689655172,887.7241379310345,888.0689655172414,888.6379310344828,889.0,889.6551724137931,890.1206896551724,890.6896551724138,890.8103448275862,891.2241379310345,891.7586206896551,891.7241379310345,892.0689655172414,892.7758620689655,892.9137931034483,893.3103448275862,893.6724137931035,894.3620689655172,894.2413793103449,894.3103448275862,894.7586206896551,895.4137931034483,91471.86801426871,115337.7387039239,120075.31747919144,126772.30350772891,137894.11414982163,148569.27586206896,160671.21284185495,171184.94649227112,180656.555588585,194095.88971462546,198130.95838287755,225022.93697978594,234880.49732461356,250501.49019024975,261240.14774078477,279242.18311533885,284356.8362068966,293680.78478002374,300024.4482758621,318088.3151010702,336982.29994054703,349931.9892984542,363178.225921522,377961.30558858503,388187.575802616,400732.8204518431,408032.23662306776,442451.92063020216,465692.5517241379,492526.01902497036,515857.6578478002,542027.9036860879,574180.3260998811,596127.5187277052,615206.9072532699,653930.8204518432,672058.2711058263,672575.1049346016,684417.940844233,699268.2140309156,732573.3582045186,736970.2654577884,753143.0796670628,784579.9036860879,795966.0107015456,819420.9322235433
