,stw,sto,sth
0,510.1771167048055,0.0,0.0
1,505.57,16.275483845945,7.2517953322200155
2,477.68530020703935,14.806248438547819,5.487188966559445
3,481.0412087912088,11.574870829108116,6.910199817471189
4,523.6764705882352,11.805948461569725,6.243520817707461
5,556.080459770115,12.284023077998041,7.319389868978281
6,586.9009009009009,12.51160844197239,6.999003512336948
7,631.8820375335121,12.577221430352296,6.983392049663056
8,766.0178571428571,12.787581015167376,6.9929148147313
9,672.2073643410853,12.400708207648336,8.042092367878842
10,623.0980751604033,12.143137750926323,5.4863859401960395
11,632.3469387755102,13.788168859466742,5.638509618731996
12,567.4197183098591,14.103451561716707,3.6235309090327874
13,552.043795620438,12.3993271338617,6.310761162795859
14,564.5197368421053,12.99286218724778,7.340889256495891
15,610.3888888888889,13.042175798186834,7.342783565985669
16,664.4791666666666,13.269176252287236,9.947976014428104
17,711.9479166666666,13.563194676384914,8.147475347752275
18,699.831746031746,13.992389830508477,7.909191343976384
19,793.1311475409836,15.865291083271925,8.48041812173184
20,634.3644067796611,16.17142857142857,8.059894207388517
21,753.7862595419847,16.330231661656693,6.066518277023081
22,762.9303482587064,16.477797012762185,7.630652906550911
23,777.4017857142857,16.375658721207913,5.918775868570547
24,860.1384615384616,16.900804608645966,6.88192303746307
25,0.0,16.83645519671916,8.816923919968398
26,704.7204301075269,16.83645519671916,8.123301473824604
27,676.0805084745763,17.16526042311023,7.995884024070627
28,978.3391608391609,16.866372077184085,6.577506697701858
29,930.448424068768,16.09631271086622,8.020602464175047
30,995.6405063291139,15.697326932150963,9.423468110332989
31,1132.8610271903324,16.02128911236167,5.612080169483705
32,996.7115384615385,18.21359312175646,9.104526486219275
33,1324.8733333333332,17.98114727093019,7.835407542001285
34,905.7004608294931,18.895169620178713,7.262927684535076
35,1022.0629921259842,19.05036938545316,7.836963204330464
36,1434.3809523809523,20.19953256408841,7.266484979057825
37,1223.696335078534,20.239776760075983,6.503256495636363
38,1503.6338028169014,19.810819992049442,6.544574587599241
39,1120.7392550143265,19.848858413135147,10.803046121934377
40,0.0,20.08817503533356,7.063167508565319
41,1863.0022246941046,20.145180990247177,6.768631944326734
42,1542.648,21.914511445742452,10.104464038038344
43,1126.9719626168223,22.906669969215525,7.882470825534315
44,0.0,23.44890074786726,5.766714754022869
45,0.0,23.44890074786726,7.228559924970128
0,504.2236598890943,0.0,0.0
1,457.6179775280899,8.973401422350324,9.25277335956483
2,497.9894736842105,8.784547031050241,8.802383606667942
3,492.11538461538464,7.418937853107345,8.392309494227252
4,451.4642857142857,7.16752463320754,7.998981166267116
5,519.9418604651163,7.585565882996173,9.230881763978205
6,451.2406015037594,7.590459062255891,9.523687703574646
7,487.2198275862069,7.63359869005522,6.319876538604812
8,503.3605769230769,7.738243187697963,6.442575937387577
9,553.2574626865671,8.255859855163063,7.23256600958601
10,555.1857142857143,8.699918644067797,4.901444148436691
11,616.8367346938776,10.484418648410022,3.3062911011991885
12,602.6666666666666,11.150691025990614,7.400774296416959
13,586.19,10.917773516774202,4.385296020632954
14,592.9915966386554,11.36120056497175,7.637014882226111
15,554.640625,11.32722616790696,8.14739852785823
